	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000073565	0	0	0	0	0	0	0	0	0
ENSMUSG00000073568	2	0	1	2	0	0	0	0	2
ENSMUSG00000073569	12	25.075	30	23.374	29.991	39.96	20	10	23
ENSMUSG00000073572	0	0	0	0	0	0	0	0	0
ENSMUSG00000073573	0	0	0	0	0	0	0	0	0
ENSMUSG00000073574	0	0	0	0	0	0	0	0	0
ENSMUSG00000073590	1	0	0	2	0	0	0	0	0
ENSMUSG00000073591	39	39	56	87.764	139.365	119.636	90	59.113	104.996
ENSMUSG00000073594	0	0	0	0	0	0	0	0	0
ENSMUSG00000073598	0	2	0	0	0	0	1	0	1
ENSMUSG00000073599	6	3	4	0	7	6	8	2	7
ENSMUSG00000073600	29	32	34	46	61	53	76	86	104
ENSMUSG00000073601	0	0	0	0	0	0	0	0	0
ENSMUSG00000073602	0	0	0	0	0	0	0	0	0
ENSMUSG00000073607	2.004	5.018	2.005	1.19	4.038	9.133	1.001	2.247	2.021
ENSMUSG00000073608	0	0	0	0	0	0	0	0	0
ENSMUSG00000073609	484	439	513	463	637	578	737	534	761
ENSMUSG00000073616	3235	3277.001	3655.001	2505.001	3416	3291	3174.001	2268	2995
ENSMUSG00000073627	24	26	27	18	31	24	25	32	33
ENSMUSG00000073628	0	0	0	0	0	0.25	0	0	0
ENSMUSG00000073631	0	0	0	0	0	0	2	0	1
ENSMUSG00000073633	285	294	352	279	392	328	396	260	416
ENSMUSG00000073639	10353	9265	10817.999	7786	10440	9787	10790.001	7270	10983.999
ENSMUSG00000073640	24.787	37.708	19.939	17.449	21.727	31.701	16.457	12.549	23.493
ENSMUSG00000073643	2883	2449	2771.999	1381.001	2006.998	1886.001	1892.999	1218.001	1861
ENSMUSG00000073647	410.652	423.593	445.213	304.802	434.352	389.024	341.156	163.003	313.099
ENSMUSG00000073650	6	7	2	9	5	9	13	6	9
ENSMUSG00000073652	50	37	67	32	43	51	27	8	27
ENSMUSG00000073656	0	0	0	0	0	0	0	0	0
ENSMUSG00000073658	0	0	0	0	0	0	0	0	0
ENSMUSG00000073664	930.999	851	939	818	1063.001	911.999	1246	832	1222
ENSMUSG00000073676	9730	8397	9751.848	7258	9672	9063	8352.997	6208	9223.997
ENSMUSG00000073678	465	421	440	364	464	454	595	346	617
ENSMUSG00000073679	0	1	1	1	2	1	4	0	1
ENSMUSG00000073680	0	0	2	2	5	6	4	2	5
ENSMUSG00000073684	1065.999	1082	1061.001	673	864	879.999	900	596	895
ENSMUSG00000073686	0	0	0	0	0	0	0	0	0
ENSMUSG00000073699	0	0	0	0	0	0	0	0	0
ENSMUSG00000073700	2478	2189	2376	1403	1876	1764	1559	1018	1567
ENSMUSG00000073702	32645.547	30103.528	35029.021	21958.24	29380.631	27716.578	28898.206	17887.084	27830.91
ENSMUSG00000073705	484	415	525.999	386	557	558	606.001	364.001	577.001
ENSMUSG00000073716	2.003	3.002	9.018	2.003	7.007	12.017	2.002	8.005	8.002
ENSMUSG00000073721	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722	0	0	1	0	0	0	0	0	0
ENSMUSG00000073723	0	0	0	0	0	0	0	0	0
ENSMUSG00000073724	0	0	0	0	0	0	0	0	0
ENSMUSG00000073725	1302	1089.999	1334	979	1347	1211	1424	900	1399.999
ENSMUSG00000073728	0	0	0	0	0	0	0	0	0
ENSMUSG00000073730	0	0	0	0	0	0	0	0	0
ENSMUSG00000073731	0	0	0	0	0	0	0	0	0
ENSMUSG00000073733	100	74	87	50	65	61	51	34	51
ENSMUSG00000073735	0	0	0	0	0	0	0	0	0
ENSMUSG00000073737	35.726	25.778	27.205	5.467	71.282	68.275	22.103	11.729	26.87
ENSMUSG00000073739	0	0	0	0	1	0	1	0	0
ENSMUSG00000073747	0	0	0	0	0	0	0	0	0
ENSMUSG00000073752	1	0	0	1	1	0	0	0	1
ENSMUSG00000073753	0	0	0	0	0	0	0	0	0
ENSMUSG00000073755	394	390	399	282	391	393	369	290	394
ENSMUSG00000073758	0	0	1	3	2	0	2	2	2
ENSMUSG00000073759	0	0	0	3	4	1	1	6	2
ENSMUSG00000073761	0	0	0	0	0	0	1	0	1
ENSMUSG00000073764	0	0	0	0	0	0	0	0	0
ENSMUSG00000073765	0	0	0	0	0	0	0	0	0
ENSMUSG00000073768	0	0	0	0	0	0	0	0	0
ENSMUSG00000073769	0	0	0	0	0	0	0	0	0
ENSMUSG00000073771	227.999	196	236.001	183.999	252	180.001	252.001	171.999	262
ENSMUSG00000073774	0	0	0	0	0	0	0	0	0
ENSMUSG00000073775	256	251	251	400	503	468	455	330	448
ENSMUSG00000073778	0	0	1	0	0	1	2	0	2
ENSMUSG00000073779	0	0	0	0	0	0	0	0	0
ENSMUSG00000073781	0	0	0	0	0	0	0	0	0
ENSMUSG00000073785	0	0	0	0	0	0	0	0	0
ENSMUSG00000073786	0	0	0	0	0	0	0	0	0
ENSMUSG00000073787	4	3	4	23	40	39	49	22	40
ENSMUSG00000073789	0	0	0	0	0	0	0	0	0
ENSMUSG00000073791	264	222.001	243	273	349	334	396	311.999	435
ENSMUSG00000073792	521	422.001	460	445.999	628	546	658	454	702.001
ENSMUSG00000073794	0	0	0	0	0	0	0	0	0
ENSMUSG00000073795	4	4	4	3	6	8	6	4	8
ENSMUSG00000073797	0	0	1	0	0	1	0	2	0
ENSMUSG00000073802	2321	2068	2274	1864	2645	2399	2673	1852	2655
ENSMUSG00000073803	0	0	0	0	0	0	0	0	0
ENSMUSG00000073804	0	0	0	0	0	0	0	0	0
ENSMUSG00000073805	1	2	4	2	4	0	0	0	3
ENSMUSG00000073807	0	0	0	0	0	0	0	0	0
ENSMUSG00000073809	0	0	0	0	0	0	0	0	0
ENSMUSG00000073811	0	0	0	0	0	0	0	0	0
ENSMUSG00000073821	0	1	1	1	1	3	0	4	2
ENSMUSG00000073830	0	0	0	0	0	0	0	0	0
ENSMUSG00000073834	0	0	0	0	0	0	0	0	0
ENSMUSG00000073835	0	0	0	0	0	0	0	0	0
ENSMUSG00000073838	3947.398	3563.597	3868.437	3030.106	4089.641	4027.683	3734.249	2527.098	3715.778
ENSMUSG00000073840	0	0	0	0	0	0	0	0	0
ENSMUSG00000073842	0	0	0	0	0	0	0	0	0
ENSMUSG00000073843	0	0	0	0	0	0	0	0	0
ENSMUSG00000073844	0	0	0	0	0	0	0	0	0
ENSMUSG00000073846	0	0	0	0	0	0	0	0	0
ENSMUSG00000073856	22	13	16	10	15	19	19	21.999	27
ENSMUSG00000073860	0	0	0	0	0	0	0	0	0
ENSMUSG00000073862	0	0	0	0	0	0	0	0	0
ENSMUSG00000073867	2	3	3	0	2	2	1	0	2
ENSMUSG00000073876	16.024	7.908	11.352	5.278	14.126	9.375	12.734	6.208	6.225
ENSMUSG00000073877	2.1	1.057	3.093	0	2.141	3.421	1.012	0	1.086
ENSMUSG00000073878	0	0	0	0	0	0	0	0	0
ENSMUSG00000073879	0	0	0	0	0	0	0	0	0
ENSMUSG00000073888	217.9	247.577	276.907	187.997	199.721	202.972	196.067	126.001	225.914
ENSMUSG00000073889	1523.977	1321.16	1555.381	1085.559	1342.015	1317.29	1557.774	1057.448	1581.154
ENSMUSG00000073893	0	0	0	0	0	0	0	0	0
ENSMUSG00000073894	0	0	0	0	0	0	0	0	0
ENSMUSG00000073896	0	0	0	0	0	0	0	0	0
ENSMUSG00000073897	0	0	0	0	0	0	0	0	0
ENSMUSG00000073898	0	0	0	0	0	0	0	0	0
ENSMUSG00000073899	0	0	0	0	0	0	0	0	0
ENSMUSG00000073900	0	0	0	0	0	0	0	0	0
ENSMUSG00000073901	0	0	0	0	0	0	0	0	0
ENSMUSG00000073902	0	0	0	0	0	0	0	0	0
ENSMUSG00000073906	0	0	0	0	0	0	0	0	0
ENSMUSG00000073907	0	0	0	0	0	0	0	0	0
ENSMUSG00000073908	0	0	0	0	0	0	0	0	0
ENSMUSG00000073909	0	0	0	0	0	0	0	0	0
ENSMUSG00000073910	123	86	109	120	158	116	159	100	163
ENSMUSG00000073913	0	0	0	0	0	0	0	0	0
ENSMUSG00000073914	0	0	0	0	0	0	0	0	0
ENSMUSG00000073915	0	0	0	0	0	0	0	0	0
ENSMUSG00000073916	0	0	0	0	0	0	0	0	0
ENSMUSG00000073917	0	0	0	0	0	0	0	0	0
ENSMUSG00000073920	0	0	0	0	0	0	0	0	0
ENSMUSG00000073922	0	0	0	0	0	0	0	0	0
ENSMUSG00000073923	0	0	0	0	0	0	0	0	0
ENSMUSG00000073924	0	0	0	0	0	0	0	0	0
ENSMUSG00000073925	0	0	0	0	0	0	0	0	0
ENSMUSG00000073926	0	0	0	0	0	0	0	0	0
ENSMUSG00000073927	0	0	0	0	0	0	0	0	0
ENSMUSG00000073928	0	0	0	0	0	0	0	0	0
ENSMUSG00000073929	0	0	0	0	0	0	0	0	0
ENSMUSG00000073931	0	0	0	0	0	0	0	0	0
ENSMUSG00000073932	0	0	0	0	0	0	0	0	0
ENSMUSG00000073937	0	0	0	0	0	0	0	0	0
ENSMUSG00000073938	0	0	0	0	0	0	0	0	0
ENSMUSG00000073940	0	0	0	0	0	0	0	0	1
ENSMUSG00000073943	0	0	0	0	0	0	0	0	0
ENSMUSG00000073944	0	0	0	0	0	0	0	0	0
ENSMUSG00000073945	0	0	0	0	0	0	0	0	0
ENSMUSG00000073946	0	0	0	0	0	0	0	0	0
ENSMUSG00000073947	0	0	0	0	0	0	0	0	0
ENSMUSG00000073948	0	0	0	0	0	0	0	0	0
ENSMUSG00000073949	0	0	0	0	0	0	0	0	0
ENSMUSG00000073950	0	0	0	0	0	0	0	0	0
ENSMUSG00000073951	0	0	0	0	0	0	0	0	0
ENSMUSG00000073952	0	0	0	0	0	0	0	0	0
ENSMUSG00000073953	0	0	0	0	0	0	0	0	0
ENSMUSG00000073954	0	0	0	0	0	0	0	0	0
ENSMUSG00000073955	0	0	0	0	0	0	0	0	0
ENSMUSG00000073956	0	0	0	0	0	0	0	0	0
ENSMUSG00000073959	0	0	0	0	0	0	0	0	0
ENSMUSG00000073960	0	0	0	0	0	0	0	0	0
ENSMUSG00000073961	0	0	0	0	0	0	0	0	0
ENSMUSG00000073962	0	0	0	0	0	0	0	0	0
ENSMUSG00000073963	0	0	0	0	0	0	0	0	0
ENSMUSG00000073964	0	0	0	0	0	0	0	0	0
ENSMUSG00000073965	0	0	0	0	0	0	0	0	0
ENSMUSG00000073966	0	0	0	0	0	0	0	0	0
ENSMUSG00000073967	0	0	0	0	0	0	0	0	0
ENSMUSG00000073968	298.001	264	327	222	282.999	259	344.001	194	351
ENSMUSG00000073969	0	0	0	0	0	0	0	0	0
ENSMUSG00000073970	0	0	0	0	0	0	0	0	0
ENSMUSG00000073971	0	0	0	0	0	0	0	0	0
ENSMUSG00000073972	0	0	0	0	0	0	0	0	0
ENSMUSG00000073973	0	0	0	0	0	0	0	0	0
ENSMUSG00000073974	0	0	0	0	0	0	0	0	0
ENSMUSG00000073975	0	0	0	0	0	0	0	0	0
ENSMUSG00000073976	0	0	0	0	0	0	1	0	0
ENSMUSG00000073977	0	0	0	0	0	0	0	0	0
ENSMUSG00000073978	0	0	0	0	0	0	0	0	0
ENSMUSG00000073979	0	0	0	0	0	0	0	0	0
ENSMUSG00000073980	0	0	0	0	0	0	0	0	0
ENSMUSG00000073982	1870	1678	2016	1493	1977	1852	2192	1424	2164
ENSMUSG00000073985	4	3	9	8	10	12	15	4	3
ENSMUSG00000073987	784	721	848	582	756	704	840	520	796
ENSMUSG00000073988	14	16	28	20	24	17	21	18	17
ENSMUSG00000073991	0	0	0	0	0	0	0	0	0
ENSMUSG00000073997	0	0	0	0	0	0	0	0	0
ENSMUSG00000073998	0	0	0	0	0	0	0	0	0
ENSMUSG00000074001	0	1	0	0	0	1	0	0	0
ENSMUSG00000074003	0	0	0	0	0	0	0	0	0
ENSMUSG00000074004	1	0	0	1	0	1	1	0	1
ENSMUSG00000074006	0	4	1	0	0	2	2	0	3
ENSMUSG00000074011	0	0	0	0	0	0	0	0	0
ENSMUSG00000074024	32	19.999	31.001	13	23	19	39.999	28	23
ENSMUSG00000074026	3	5.113	0	6	3	9	1	2	4
ENSMUSG00000074028	0	0	0	0	0	0	0	0	0
ENSMUSG00000074029	0	0	0	0	0	0	0	0	0
ENSMUSG00000074030	203	195	196	464	724	649	909	654	967
ENSMUSG00000074034	72.635	132.261	121.279	137.879	183.032	193.492	94.775	56.303	85.81
ENSMUSG00000074037	0	3	5	4	7	7	4	2	6
ENSMUSG00000074039	17	15	19	9	18	16	9	6	10
ENSMUSG00000074052	0	1	3	0	2	1	3	2	6
ENSMUSG00000074059	0	0	0	0	0	0	0	0	0
ENSMUSG00000074060	0	0	0	0	0	0	0	0	0
ENSMUSG00000074061	0	0	0	0	0	0	0	0	0
ENSMUSG00000074062	0	1	0	0	0	0	0	0	0
ENSMUSG00000074063	465	407	528	356.999	518.001	442	500	362	540.999
ENSMUSG00000074064	990	919	934	712	932	844	1115	676	1094
ENSMUSG00000074065	0	2	0	0	0	0	0	2	0
ENSMUSG00000074067	0	0	0	0	0	0	0	0	0
ENSMUSG00000074071	0	1	0	0	1	0	2	0	4
ENSMUSG00000074072	0	0	0	0	0	0	0	0	0
ENSMUSG00000074088	2173	2037	2195	1967	2640	2548	2835	1746	2680
ENSMUSG00000074092	7	4	3	5	4	14	3	0	5
ENSMUSG00000074093	1	0	0	0	0	1	0	0	0
ENSMUSG00000074102	1000	992	982	1350	1857	1669	1890	1208	2013
ENSMUSG00000074108	35.078	42.451	47.711	24.16	45.468	77.204	23.061	14.575	19.999
ENSMUSG00000074109	0	0	0	0	0	0	0	0	0
ENSMUSG00000074111	0	0	0	0	0	0	0	0	0
ENSMUSG00000074113	0	0	0	0	0	0	0	0	0
ENSMUSG00000074115	136	134	134.324	74	102	100.208	97.711	60	96
ENSMUSG00000074121	52	68	94	84	85	97	129	44	109
ENSMUSG00000074123	0	0	0	0	0	0	0	0	0
ENSMUSG00000074127	0	0	0	0	0	1	0	0	0
ENSMUSG00000074128	0	0	0	0	0	0	0	0	0
ENSMUSG00000074129	62617.435	56921.005	63997.524	39382.132	53037.998	49264.776	54090.952	36301.152	54661.287
ENSMUSG00000074136	3	2	1	16	15	23	9	4	18
ENSMUSG00000074139	1	0	0	0	1	0	3	0	1
ENSMUSG00000074141	10	18	16	20	22	16.001	35	36	34
ENSMUSG00000074146	1	0	1	0	0	0	0	0	1
ENSMUSG00000074149	0	1	0	0	0	0	0	0	0
ENSMUSG00000074151	26	41	41	63	115	78	133	82	141
ENSMUSG00000074155	0	0	0	0	0	0	0	0	0
ENSMUSG00000074156	0	0	0	0	0	0	0	0	0
ENSMUSG00000074158	30.605	34	44.602	59.502	79.804	75.784	80.409	29.413	73.781
ENSMUSG00000074164	0	0	0	0	0	0	0	0	0
ENSMUSG00000074165	135.999	99.001	118.001	129	150	170.001	174	114	210.001
ENSMUSG00000074166	20.069	14.137	32.562	58.279	63.98	52.257	81.785	54.307	88.266
ENSMUSG00000074170	1497	1437	1512	1305	1881	1703	2260	1508	2254
ENSMUSG00000074171	11	10	4	14	28	31	51	24	47
ENSMUSG00000074178	3	3	6	3	11	7	4	0	7
ENSMUSG00000074179	1.114	0	0	0	0	0	0	0	0
ENSMUSG00000074182	423.999	422	412.001	460	645.001	613.001	661	398	642
ENSMUSG00000074183	9.993	11.983	13.664	4.64	11.789	8.486	7.574	2	7.485
ENSMUSG00000074184	0	0	2	2	0	0	0	0	0
ENSMUSG00000074194	151	139	133	99	163	132	146	94	145
ENSMUSG00000074195	0	0	0	0	0	0	0	0	0
ENSMUSG00000074196	0	0	0	0	0	1	0	0	0
ENSMUSG00000074199	0	0	0	0	0	0	0	0	0
ENSMUSG00000074203	4	1	2	1	5	4	3	0	5
ENSMUSG00000074206	0	0	0	0	0	0	0	0	0
ENSMUSG00000074207	18	20	22	12	24	12	19	12	25
ENSMUSG00000074211	718	663	672	515	710	643	676	418	743
ENSMUSG00000074212	833	692.999	832	580	787.671	780.999	979	582	930
ENSMUSG00000074213	11	11	6	7	17	9	10	6	12
ENSMUSG00000074215	1	3	1	8	7	11	20	6	23
ENSMUSG00000074217	12	12	5	4	1	5	6	12	5
ENSMUSG00000074218	87	99	112	74	100	115	123	90	137
ENSMUSG00000074219	75	53	73	40	69	51	72	60	75
ENSMUSG00000074220	315	244	317	185	241	223	241	130	239
ENSMUSG00000074221	176	156.999	194	266	385.999	336	419	288	512.001
ENSMUSG00000074224	0	0	0	0	0	0	0	0	0
ENSMUSG00000074227	3	4	1	2	2	3	1	0	1
ENSMUSG00000074228	0	0	0	0	0	0	0	0	0
ENSMUSG00000074232	0	0	1	0	0	0	1	0	1
ENSMUSG00000074235	0	0	0	0	0	0	0	0	0
ENSMUSG00000074236	0	1	2	0	7	10	1	2	3
ENSMUSG00000074237	0	0	0	0	0	0	0	0	0
ENSMUSG00000074238	2190.001	1958	2127	1681	2223.999	2059	2393	1648	2331.001
ENSMUSG00000074240	0	0	0	0	0	0	0	0	0
ENSMUSG00000074243	8.925	4.012	10.053	7.926	16.977	18.116	7.988	5.933	9.059
ENSMUSG00000074247	4443	3918.999	4305	3426.999	4328.999	4027.001	4328.999	2892	4398
ENSMUSG00000074248	0	0	0	0	0	0	0	0	0
ENSMUSG00000074250	5.97	5.044	5.548	7.072	7.017	14.626	8.185	6.481	3.162
ENSMUSG00000074252	0	0	0	0	0	0	0	0	0
ENSMUSG00000074254	0	0	0	0	0	0	0	0	0
ENSMUSG00000074256	0	0	0	1	0	0	2	0	0
ENSMUSG00000074259	71	66	52	66.999	97	82	111	39.999	118
ENSMUSG00000074261	0	0	0	0	0	0	0	0	2
ENSMUSG00000074264	10	2	14	7	5	4	14.742	16.071	10
ENSMUSG00000074268	0	0	0	0	0	0	0	0	0
ENSMUSG00000074269	0	0	0	0	1	1	0	0	1
ENSMUSG00000074272	5	8	1	0	6	9	7.001	8	6
ENSMUSG00000074274	5	2	7	0	0	1	2	0	6
ENSMUSG00000074277	573	447	465	260	333	311	317	184	300
ENSMUSG00000074280	793.509	728.47	911.121	656.052	1024.138	1019.667	963.658	652.978	977.827
ENSMUSG00000074281	76	60	70	41	49	39	46	22	50
ENSMUSG00000074282	59.999	54.001	71	86	98.001	70	108	86.001	111
ENSMUSG00000074283	10	4	10	14	17	8	13	4	9
ENSMUSG00000074284	133	96.999	97	77	83	79	90	68	77
ENSMUSG00000074291	0	0	0	0	0	0	0	0	0
ENSMUSG00000074292	0	0	0	0	0	0	0	0	0
ENSMUSG00000074300	0	0	0	0	0	0	0	0	0
ENSMUSG00000074305	1432	1273	1392	2170	2903	2828	3008	2056	3001
ENSMUSG00000074311	0	0	0	0	0	0	1	0	0
ENSMUSG00000074322	0	0	0	0	0	0	0	0	0
ENSMUSG00000074336	0	0	1	0	0	0	1	2	0
ENSMUSG00000074340	13.978	7.824	9	14	9	11.101	16	8	17.806
ENSMUSG00000074342	0	0	0	0	0	0	0	0	0
ENSMUSG00000074343	0	0	0	0	0	0	0	0	0
ENSMUSG00000074344	0	0	0	0	0	0	0	0	0
ENSMUSG00000074345	0	0	0	0	0	0	0	0	0
ENSMUSG00000074346	0	0	0	0	0	0	0	0	0
ENSMUSG00000074354	0	0	0	0	0	0	0	0	0
ENSMUSG00000074355	1	4	5	3	8	11	5	0	3
ENSMUSG00000074357	3	7	2	2	2	5	8	14	4
ENSMUSG00000074358	1035	938	1042	747	950.001	871	988.999	680	982.001
ENSMUSG00000074359	0	0	0	0	0	0	0	0	0
ENSMUSG00000074361	0	0	0	0	0	0	1	0	1
ENSMUSG00000074364	1618	1485	1619	3298	4404	4161	5094	3438	5155
ENSMUSG00000074365	0	2	0	0	1	0	2	0	1
ENSMUSG00000074366	0	1	0	0	0	0	0	0	0
ENSMUSG00000074369	0	0	0	0	0	0	0	0	0
ENSMUSG00000074373	0	0	0	0	0	0	0	0	0
ENSMUSG00000074375	0	0	0	0	0	0	0	0	0
ENSMUSG00000074377	0	0	0	0	0	0	0	0	0
ENSMUSG00000074378	0	0	0	0	0	0	0	0	0
ENSMUSG00000074384	58	46	47	65	70	74	83	42	77
ENSMUSG00000074385	0	0	0	0	0	0	0	0	0
ENSMUSG00000074388	2	2	2	2	2	1	2	0	0
ENSMUSG00000074397	0	0	0	0	1	0	0	0	0
ENSMUSG00000074398	10	10	12	6	14	22	10	4	11
ENSMUSG00000074403	5.678	4.427	7.763	4.453	2.166	10.014	8.269	4.816	6.264
ENSMUSG00000074404	0	0	0	0	0	0	0	0	0
ENSMUSG00000074405	741	605	729	634	796.874	799	875	614	923
ENSMUSG00000074406	180	157	169	239	355	357	482	268	440
ENSMUSG00000074412	134.649	154.359	249.072	140.833	223.054	228.775	116.582	67.979	153.51
ENSMUSG00000074415	118	123	145	387.001	511	557.999	852	540.001	921.001
ENSMUSG00000074417	0	0	0	0	0	0	0	0	0
ENSMUSG00000074418	0	0	0	0	0	0	0	0	0
ENSMUSG00000074419	0	0	0	0	0	0	0	0	0
ENSMUSG00000074420	0	0	0	0	0	0	0	0	0
ENSMUSG00000074424	1	1	0	0	0	0	1	0	0
ENSMUSG00000074433	0	0	0	0	0	0	0	0	0
ENSMUSG00000074434	0	0	0	0	0	0	0	0	0
ENSMUSG00000074435	0	0	0	0	0	0	0	0	0
ENSMUSG00000074436	0	0	0	0	0	0	0	0	0
ENSMUSG00000074437	0	0	0	0	0	0	0	0	0
ENSMUSG00000074439	0	0	0	0	0	0	0	0	0
ENSMUSG00000074440	0	0	0	0	0	0	0	0	0
ENSMUSG00000074441	0	0	0	0	0	0	0	0	0
ENSMUSG00000074442	0	0	0	0	0	0	0	0	0
ENSMUSG00000074443	0	0	0	0	0	0	0	0	0
ENSMUSG00000074444	0	0	0	0	0	0	0	0	0
ENSMUSG00000074445	5.113	0	2	2	3	3.002	2	0	4
ENSMUSG00000074446	0	0	0	0	0	0	0	0	0
ENSMUSG00000074447	0	0	0	0	0	0	0	0	0
ENSMUSG00000074448	0	0	0	0	0	0	0	0	0
ENSMUSG00000074449	0	0	0	0	0	0	0	0	0
ENSMUSG00000074452	5	5	3	5	7	9	1	4	14
ENSMUSG00000074454	0	0	0	0	0	0	0	0	0
ENSMUSG00000074457	1499	1394	1513.999	1360	1946	1891	2387.001	1503.999	2362
ENSMUSG00000074461	0	0	0	0	1	0	0	0	0
ENSMUSG00000074465	0	0	0	0	0	0	0	0	0
ENSMUSG00000074466	291.871	253.967	294.559	225.436	293.629	292.273	279.502	203.668	264.364
ENSMUSG00000074467	1	1	0	8	3	5	6	6	4
ENSMUSG00000074469	0	0	0	0	0	0	0	0	0
ENSMUSG00000074472	0	0	0	0	0	0	0	0	0
ENSMUSG00000074476	3981	3674.001	3945	2498	3387	3307.999	3401	2164	3398
ENSMUSG00000074479	608.008	525.123	612.944	352.398	434.481	418.035	403.642	312.748	448.525
ENSMUSG00000074480	398	360	435	827	1050	999	1211	866	1197
ENSMUSG00000074482	3	6	9	6	8	17.031	13	6.013	7
ENSMUSG00000074483	11.041	10.401	9.573	3	9.083	9.157	5.664	2	0
ENSMUSG00000074485	1	4	0	3	1	5.142	1.043	0	0
ENSMUSG00000074486	20.959	12.599	18.427	6	10.917	7.843	12.336	8	9
ENSMUSG00000074489	1	4	2	1	0	0	0	2	2
ENSMUSG00000074491	0	0	3	0	0	0	1	0	1
ENSMUSG00000074500	19	11	19	23	31	21	37	20	32
ENSMUSG00000074501	2	0	0	0	0	0	0	0	3
ENSMUSG00000074502	0	0	0	0	0	1	0	0	0
ENSMUSG00000074505	0	0	0	0	0	0	0	0	0
ENSMUSG00000074506	23.757	21.173	16.656	28.407	38.057	36.509	32.929	20.209	42.607
ENSMUSG00000074507	0	0	0	0	0	0	0	0	0
ENSMUSG00000074508	0	1	0	0	0	0	0	0	0
ENSMUSG00000074513	4824.883	4205.947	4908.287	3226.868	4142.601	3978.267	4178.411	2792.093	4154.946
ENSMUSG00000074516	51.906	45.022	44.22	34.621	73.381	64.36	34.449	61.94	32.57
ENSMUSG00000074517	0	0	0	0	0	0	0	0	0
ENSMUSG00000074519	34.307	22.438	48.353	38.591	47.042	48.077	39.76	39.624	43.576
ENSMUSG00000074521	45.707	38.686	55.075	67.407	76.124	64.073	65.181	36.55	60.247
ENSMUSG00000074527	236.573	57.928	115.32	193.559	238.344	189.25	245.173	30.712	185.241
ENSMUSG00000074529	1	0	3	1	1	0	0	2	0
ENSMUSG00000074547	12.946	19.414	28.244	9.119	10.096	28.563	13.664	19.996	13.851
ENSMUSG00000074553	34.123	31.525	32.593	23.884	45.419	45.727	33.525	17.38	22.488
ENSMUSG00000074555	0	0	0	0	0	0	0	0	0
ENSMUSG00000074569	0	0	0	0	0	0	0	0	0
ENSMUSG00000074570	0	0	0	2	1	0	2	0	0
ENSMUSG00000074575	0	0	0	0	0	0	1	0	0
ENSMUSG00000074576	80	92	84	137	188	167	215	140	205
ENSMUSG00000074577	149	133	164	103	158	135	164	104	147
ENSMUSG00000074578	3361.999	3254.999	3774	2221.001	2526.001	2514.001	2498.999	1519.999	2367
ENSMUSG00000074579	32.001	23.999	39.001	46	60	64	55.001	36	62
ENSMUSG00000074580	53	48	63	31	51	42	34	30	23
ENSMUSG00000074582	2009	1747	2056	1191	1618	1538	1556	1128	1626
ENSMUSG00000074589	0	0	0	0	0	0	0	0	0
ENSMUSG00000074591	0	0	0	0	0	0	0	0	0
ENSMUSG00000074593	0	0	0	0	0	0	0	0	0
ENSMUSG00000074594	0	0	0	0	0	0	0	0	0
ENSMUSG00000074595	0	0	0	0	0	0	0	0	0
ENSMUSG00000074596	0	0	0	0	0	0	0	0	0
ENSMUSG00000074603	0	0	0	0	0	0	0	0	0
ENSMUSG00000074604	1251.999	1152.001	1370	899	1269	1228	1255	834	1218
ENSMUSG00000074607	0	0	0	0	0	0	0	0	0
ENSMUSG00000074619	0	0	0	0	0	0	0	0	0
ENSMUSG00000074620	0	0	0	0	0	0	0	0	0
ENSMUSG00000074622	16	21	23	12	16	11	11	8	12
ENSMUSG00000074623	0	0	0	0	0	0	0	0	1
ENSMUSG00000074625	0	0	0	0	1	0	0	0	0
ENSMUSG00000074627	2	5	1	1	1	1	0	2	0
ENSMUSG00000074628	0	0	0	0	0	0	0	0	0
ENSMUSG00000074629	0	2	0	2	5	1	6	0	4
ENSMUSG00000074634	162	142	158	242	290	247	371	300	342
ENSMUSG00000074635	5	2	6	7	8	9	12	12	20
ENSMUSG00000074637	0	0	2	0	0	0	0	0	0
ENSMUSG00000074639	0	0	0	0	0	0	0	0	0
ENSMUSG00000074643	2969.676	2515.602	2934.743	2368.978	3043.276	2704.934	3215.542	2312.582	3155.074
ENSMUSG00000074646	19	19.001	21	9	10	15	8	8	14
ENSMUSG00000074647	0	0	0	0	0	0	0	0	0
ENSMUSG00000074649	1016	924	1101	1294	1790	1733	1872	1322	1983
ENSMUSG00000074650	0	0	0	2	4	3	1	2	2
ENSMUSG00000074651	2	1	0	1	1	3	2	0	3
ENSMUSG00000074652	1	0	0	1	0	1	1	0	1
ENSMUSG00000074653	0	0	0	0	0	0	0	0	0
ENSMUSG00000074655	0	0	0	0	0	0	0	0	0
ENSMUSG00000074656	10770.403	9492.177	10408.35	8833.65	10870.331	9975.209	11412.444	7165.907	10929.373
ENSMUSG00000074657	2	3	4	2	1	1	1	0	1
ENSMUSG00000074664	0	0	0	0	0	0	0	0	0
ENSMUSG00000074665	0	0	0	0	0	0	1	0	0
ENSMUSG00000074671	20	9	6	6	5	7	3	6	7
ENSMUSG00000074673	8	6	19.999	16	16	11	15.001	12	11.999
ENSMUSG00000074676	2	3	4	4	9	5	6	4	5
ENSMUSG00000074677	0	0	0	0	0	0	0	0	0
