Module	Section	Sample Name	Source
FastQC	all_sections	C2_C_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C2_C_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	C2_C_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C2_C_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	C2_D_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C2_D_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	C2_D_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C2_D_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	C2_D_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C2_D_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	C2_D_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C2_D_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	C3_A_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_A_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	C3_A_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_A_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	C3_A_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_A_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	C3_A_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_A_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	C3_B_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_B_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	C3_B_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_B_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	C3_B_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_B_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	C3_B_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_B_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	C3_C_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_C_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	C3_C_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_C_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	C3_C_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_C_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	C3_C_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_C_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	C3_D_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_D_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	C3_D_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_D_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	C3_D_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_D_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	C3_D_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/C3_D_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_1A_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1A_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_1A_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1A_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_1A_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1A_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_1A_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1A_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_1B_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1B_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_1B_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1B_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_1B_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1B_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_1B_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1B_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_1C_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1C_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_1C_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1C_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_1C_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1C_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_1C_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1C_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_1D_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1D_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_1D_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1D_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_1D_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1D_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_1D_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_1D_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_2A_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2A_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_2A_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2A_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_2A_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2A_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_2A_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2A_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_2B_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2B_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_2B_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2B_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_2B_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2B_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_2B_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2B_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_2C_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2C_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_2C_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2C_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_2C_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2C_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_2C_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2C_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_2D_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2D_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_2D_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2D_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_2D_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2D_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_2D_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_2D_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_3A_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3A_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_3A_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3A_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_3A_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3A_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_3A_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3A_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_3B_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3B_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_3B_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3B_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_3B_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3B_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_3B_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3B_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_3C_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3C_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_3C_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3C_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_3C_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3C_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_3C_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3C_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
FastQC	all_sections	ch_3D_CKDL260002520-1A_2372W3LT4_L5_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3D_CKDL260002520-1A_2372W3LT4_L5_1_fastqc.zip
FastQC	all_sections	ch_3D_CKDL260002520-1A_2372W3LT4_L5_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3D_CKDL260002520-1A_2372W3LT4_L5_2_fastqc.zip
FastQC	all_sections	ch_3D_CKDL260002520-1A_23757VLT4_L4_1	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3D_CKDL260002520-1A_23757VLT4_L4_1_fastqc.zip
FastQC	all_sections	ch_3D_CKDL260002520-1A_23757VLT4_L4_2	/Work_bio/gao/projects/2026_Item2_0205_contamination_athenomics/qc_results/fastqc/ch_3D_CKDL260002520-1A_23757VLT4_L4_2_fastqc.zip
