task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
43	71/894c63	1479374	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (D8)	CACHED	0	2026-02-20 11:00:40.657	11m 40s	11m 40s	245.0%	5.3 GB	6.8 GB	7.3 GB	9.6 MB
58	3a/f81979	1564731	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D8)	CACHED	0	2026-02-20 11:14:06.289	1m 3s	1m 3s	67.4%	18.8 MB	228.2 MB	1.5 GB	2.1 MB
52	b2/375e81	1647108	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D3)	CACHED	0	2026-02-20 11:29:53.469	1m 34s	1m 34s	74.2%	24.5 MB	228.2 MB	3 GB	2.6 MB
53	aa/f33f8f	326485	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (D1)	CACHED	0	2026-02-21 01:52:54.627	16m 41s	16m 40s	141.8%	5.1 GB	6.1 GB	11.2 GB	6.5 GB
50	a0/2414ad	326736	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D9)	CACHED	0	2026-02-21 01:52:54.897	1m 25s	1m 25s	81.9%	24.5 MB	228.2 MB	3.2 GB	2.7 MB
59	60/edcdc6	1646883	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D8)	CACHED	0	2026-02-20 11:29:52.421	34m 36s	34m 35s	83.3%	25.1 GB	39.5 GB	3.1 GB	1.7 GB
47	b5/abf95f	1619828	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (D4)	CACHED	0	2026-02-20 11:24:32.209	11m 12s	11m 11s	275.5%	5.4 GB	6.8 GB	7.8 GB	9.6 MB
46	b2/c88224	1564555	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (D4)	CACHED	0	2026-02-20 11:14:05.277	10m 27s	10m 27s	164.5%	5.1 GB	6.1 GB	8.3 GB	4.9 GB
49	a5/1756b6	1417173	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D5)	CACHED	0	2026-02-20 10:50:15.393	1m 37s	1m 36s	73.0%	27.1 MB	228.2 MB	3.2 GB	2.7 MB
60	c0/8ee044	1426268	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (D7)	CACHED	0	2026-02-20 10:51:37.514	19m 55s	19m 55s	121.0%	5.1 GB	6.1 GB	11.4 GB	6.7 GB
54	53/abe49b	1685005	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D3)	CACHED	0	2026-02-20 11:35:44.045	37m 36s	37m 36s	113.2%	25.2 GB	39.2 GB	6.1 GB	3.3 GB
63	94/9cd818	1056360	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D1)	CACHED	0	2026-02-21 05:10:16.587	1m 9s	1m 8s	98.9%	25.4 MB	228.2 MB	3 GB	2.6 MB
57	a0/01e319	1417171	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D2)	CACHED	0	2026-02-20 10:50:15.380	43m 32s	43m 32s	94.7%	26.8 GB	39.6 GB	5.7 GB	3.1 GB
61	c2/f1a9dc	1426271	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (D7)	CACHED	0	2026-02-20 10:51:37.549	16m 55s	16m 54s	224.0%	5.3 GB	6.8 GB	10.2 GB	9.6 MB
48	d6/97c79d	1518283	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D5)	CACHED	0	2026-02-20 11:08:32.109	56m 33s	56m 33s	82.0%	28.1 GB	39.4 GB	6.4 GB	3.5 GB
51	ea/056a0a	1199517	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D9)	CACHED	0	2026-02-21 05:39:56.284	36m 33s	36m 33s	121.4%	27.4 GB	39.2 GB	6.3 GB	3.4 GB
68	c4/d9a0b3	1620009	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D4)	CACHED	0	2026-02-20 11:24:33.239	1m 5s	1m 5s	82.0%	21.9 MB	228.2 MB	2.4 GB	2.4 MB
56	5f/cd7b72	1147506	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D2)	CACHED	0	2026-02-20 10:00:07.093	2m 2s	2m 2s	54.0%	24.9 MB	228.2 MB	2.8 GB	2.5 MB
65	e7/ca8506	1056514	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D8)	CACHED	0	2026-02-21 05:10:16.825	44.7s	44.5s	100.3%	17.9 MB	228.2 MB	1.7 GB	2.1 MB
62	31/135f23	1199484	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D1)	CACHED	0	2026-02-21 05:39:56.217	40m 15s	40m 15s	106.1%	24.6 GB	39.4 GB	6.1 GB	3.3 GB
55	55/143a69	326463	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (D1)	CACHED	0	2026-02-21 01:52:54.579	10m 40s	10m 40s	343.8%	5.3 GB	6.8 GB	9.9 GB	9.6 MB
70	2b/12b00c	1670924	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D4)	CACHED	0	2026-02-20 11:33:47.700	39m 15s	39m 15s	87.2%	21.1 GB	39.4 GB	4.8 GB	2.6 GB
79	7a/7bc9bc	326774	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D5)	CACHED	0	2026-02-21 01:52:54.921	1m 56s	1m 56s	67.4%	24.1 MB	228.2 MB	3.5 GB	2.7 MB
78	d3/7e48ae	1671258	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D2)	CACHED	0	2026-02-20 11:33:48.751	1m 34s	1m 34s	72.0%	24.5 MB	228.2 MB	3.1 GB	2.6 MB
74	0c/d1c5fe	1056841	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D3)	CACHED	0	2026-02-21 05:10:17.052	1m 12s	1m 12s	100.5%	25.4 MB	228.2 MB	3.3 GB	2.6 MB
80	97/5ca957	1200051	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (D2)	CACHED	0	2026-02-21 05:39:56.684	18m 53s	18m 53s	85.3%	5.3 GB	6.5 GB	6.7 GB	1.1 GB
64	97/b322c2	1199569	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (D8)	CACHED	0	2026-02-21 05:39:56.354	13m 31s	13m 31s	89.7%	4 GB	4.6 GB	3.7 GB	739.8 MB
69	a0/9317cb	1549551	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (D7)	CACHED	0	2026-02-20 11:11:33.065	1m 28s	1m 27s	82.0%	25.8 MB	228.2 MB	3.2 GB	2.7 MB
71	da/114f21	1628416	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (D7)	CACHED	0	2026-02-20 11:26:11.157	40m 21s	40m 20s	110.4%	26.7 GB	39.4 GB	6.4 GB	3.5 GB
97	e3/a4c230	326718	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D7)	CACHED	0	2026-02-21 01:52:54.869	1m 25s	1m 25s	87.9%	24.5 MB	228.2 MB	3.5 GB	2.8 MB
100	1c/e956d8	326576	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D4)	CACHED	0	2026-02-21 01:52:54.757	1m 11s	1m 11s	77.9%	22.3 MB	228.2 MB	2.6 GB	2.4 MB
101	63/69cd58	1199497	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (D4)	CACHED	0	2026-02-21 05:39:56.249	16m 7s	16m 7s	87.2%	5.2 GB	6.3 GB	5.7 GB	1 GB
77	66/c33ec5	1529549	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (D2)	FAILED	127	2026-02-21 07:04:03.469	219ms	183ms	-	-	-	-	-
67	59/c796ea	1529540	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (D8)	FAILED	127	2026-02-21 07:04:03.441	225ms	174ms	-	-	-	-	-
88	f3/94bd6c	1529899	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (D8)	FAILED	127	2026-02-21 07:04:03.717	236ms	129ms	-	-	-	-	-
84	fa/d9d76a	1529873	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (D9)	FAILED	127	2026-02-21 07:04:03.684	373ms	331ms	-	-	-	-	-
86	14/f994cb	1529626	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (D9)	COMPLETED	0	2026-02-21 07:04:03.534	1m 13s	1m 13s	98.5%	27.6 MB	228.2 MB	3.4 GB	2.8 MB
44	64/da0bf6	1529516	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (D6)	ABORTED	-	2026-02-21 07:04:03.380	-	-	-	-	-	-	-
45	db/c6e2c0	1529525	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (D6)	ABORTED	-	2026-02-21 07:04:03.412	-	-	-	-	-	-	-
85	36/c66e76	1529563	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (D9)	ABORTED	-	2026-02-21 07:04:03.490	-	-	-	-	-	-	-
75	e7/ac1812	1529598	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (D3)	ABORTED	-	2026-02-21 07:04:03.520	-	-	-	-	-	-	-
76	3c/bda696	1529739	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (D2)	ABORTED	-	2026-02-21 07:04:03.592	-	-	-	-	-	-	-
87	ed/bcee48	1529770	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (D9)	ABORTED	-	2026-02-21 07:04:03.606	-	-	-	-	-	-	-
81	75/6abe45	1529826	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (D5)	ABORTED	-	2026-02-21 07:04:03.632	-	-	-	-	-	-	-
