Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102356	1700047N06Rik	1	-	10127250	10128169	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10207796	10302895	52.649585	9.791013	24.436108
ENSMUSG00002076532	Gm54899	1	+	10236764	10237003	0.000000	0.000000	0.000000
ENSMUSG00000102556	Gm37569	1	-	10267306	10269027	0.000000	0.000000	0.000000
ENSMUSG00000005886	Ncoa2	1	-	13209329	13444307	15.183651	3.688726	9.206208
ENSMUSG00000103506	Gm38376	1	-	13247686	13249938	0.000000	0.000000	0.000000
ENSMUSG00000103495	Gm37409	1	-	13305033	13306658	0.000000	0.000000	0.000000
ENSMUSG00002076346	Gm55160	1	+	13332422	13332503	0.000000	0.000000	0.000000
ENSMUSG00000102639	Gm38223	1	-	13360036	13360730	0.000000	0.000000	0.000000
ENSMUSG00000104170	Gm37702	1	-	13367260	13369131	0.000000	0.000000	0.000000
ENSMUSG00000087782	Gm23169	1	-	13404722	13404833	0.000000	0.000000	0.000000
ENSMUSG00000103085	Gm38120	1	-	13413787	13418428	0.000000	0.000000	0.000000
ENSMUSG00000102664	Gm38380	1	-	13424707	13426954	0.000000	0.000000	0.000000
ENSMUSG00000025935	Tram1	1	-	13634922	13660134	177.970586	21.641344	54.011800
ENSMUSG00000025937	Lactb2	1	-	13693554	13730770	60.716528	6.952170	17.351011
ENSMUSG00000102982	Gm38319	1	-	13711707	13712972	0.690363	0.077670	0.193845
ENSMUSG00000097711	Gm5523	1	-	13856107	13857103	6.818499	0.767118	1.914549
ENSMUSG00000081201	Smt3h2-ps4	1	-	14910093	14910380	117.963162	13.271491	33.122578
ENSMUSG00000082193	Rpl5-ps1	1	+	14935296	14936189	137.763423	15.499127	38.682243
ENSMUSG00000073737	Gm10566	1	-	15339026	15340021	13.509765	1.519921	3.793373
ENSMUSG00000025925	Terf1	1	+	15875870	15914276	58.032554	14.010338	34.966569
ENSMUSG00000025939	Ube2w	1	-	16611014	16689713	11.603260	12.697392	31.689759
ENSMUSG00000102457	Gm38342	1	+	16688784	16691763	0.000000	0.000000	0.000000
ENSMUSG00000043716	Rpl7	1	-	16171519	16174886	3286.928237	854.433803	2132.469574
ENSMUSG00000025921	Rdh10	1	+	16175998	16203958	16.985254	2.225179	5.553532
ENSMUSG00000104165	Gm38249	1	-	16278421	16280741	0.000000	0.000000	0.000000
ENSMUSG00000100868	Gm28095	1	+	16298730	16314286	0.000000	0.000000	0.000000
ENSMUSG00000025920	Stau2	1	-	16298898	16590336	22.465816	8.214519	20.501543
ENSMUSG00000089982	Gm7568	1	+	16323816	16338145	0.000000	0.000000	0.000000
ENSMUSG00000025779	Ly96	1	+	16758275	16779835	8.625857	1.563697	3.902626
ENSMUSG00000091020	Gm5828	1	-	16838503	16840362	2.511828	0.282594	0.705290
ENSMUSG00000101589	Rbm6-ps1	1	-	17467636	17470505	0.446690	0.050255	0.125425
ENSMUSG00000067780	Pi15	1	+	17672125	17701163	3.420338	0.384806	0.960388
ENSMUSG00000100053	Gm28154	1	-	17685308	17711305	0.000000	0.000000	0.000000
ENSMUSG00000067773	Defb41	1	-	18321204	18335362	0.000000	0.000000	0.000000
ENSMUSG00000101685	Gm17837	1	-	18332619	18333603	0.310152	0.034894	0.087087
ENSMUSG00000089787	Gm15825	1	-	19133524	19175064	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19173246	19236570	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19223646	19224190	5.700920	0.641384	1.600747
ENSMUSG00000100204	Gm4849	1	+	19401163	19403408	0.441674	0.049691	0.124017
ENSMUSG00000079658	Eloc	1	-	16711949	16727266	329.254394	68.438772	170.807380
ENSMUSG00000097744	D030040B21Rik	1	+	16727776	16732502	0.000000	0.000000	0.000000
ENSMUSG00000100959	Idi1-ps5	1	-	16733204	16733886	0.000000	0.000000	0.000000
ENSMUSG00000025940	Tmem70	1	+	16735431	16748499	176.496118	21.422937	53.466707
ENSMUSG00000043760	Pkhd1	1	-	20128003	20688288	0.030319	0.005480	0.013676
ENSMUSG00000104095	Gm37315	1	-	20132294	20135772	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20426676	20462524	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20514482	20515034	11.186257	1.258514	3.140961
ENSMUSG00000070175	Gm24162	1	-	20515035	20515136	0.000000	0.000000	0.000000
ENSMUSG00000041872	Il17f	1	-	20847370	20860841	0.000000	0.000000	0.000000
ENSMUSG00000097934	6720483E21Rik	1	-	20958874	20960697	0.000000	0.000000	0.000000
ENSMUSG00000025931	Paqr8	1	+	20960830	21009874	0.681944	0.281411	0.702337
ENSMUSG00000077314	Gm24171	1	-	20985634	20985764	0.000000	0.000000	0.000000
ENSMUSG00000041859	Mcm3	1	-	20873192	20890536	609.671276	85.074872	212.327245
ENSMUSG00000100929	Gm28064	1	+	21015935	21017138	0.000000	0.000000	0.000000
ENSMUSG00000041809	Efhc1	1	+	21021850	21061065	6.630888	1.070211	2.671000
ENSMUSG00000041779	Tram2	1	-	21066523	21149453	26.806936	3.102559	7.743272
ENSMUSG00000025933	Tmem14a	1	+	21288799	21300391	18.663212	2.369815	5.914511
ENSMUSG00000102633	Gm38224	1	+	21304946	21307045	0.000000	0.000000	0.000000
ENSMUSG00000025934	Gsta3	1	+	21310813	21335885	0.083794	0.028107	0.070149
ENSMUSG00000099343	Gm28836	1	-	21320583	21341817	0.000000	0.000000	0.000000
ENSMUSG00000096375	Gm7094	1	+	21342627	21343130	2.743169	0.308621	0.770247
ENSMUSG00000100775	Gm29107	1	+	23332810	23333156	1.265130	0.142334	0.355233
ENSMUSG00000028033	Kcnq5	1	-	21468627	22032166	1.665445	0.831145	2.074346
ENSMUSG00000104138	Gm36949	1	-	21524915	21527241	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21582157	21583280	25.197064	2.834805	7.075020
ENSMUSG00000103748	Gm38243	1	-	21909172	21910738	0.000000	0.000000	0.000000
ENSMUSG00000026158	Ogfrl1	1	-	23405505	23436853	16.355469	3.086935	7.704277
ENSMUSG00000026156	B3gat2	1	+	23800834	23888239	0.419981	0.051829	0.129353
ENSMUSG00000026155	Smap1	1	-	23883927	23961398	60.414949	25.151094	62.771325
ENSMUSG00000026154	Sdhaf4	1	-	24035020	24044737	153.651029	22.203665	55.415223
ENSMUSG00000102495	Gm26524	1	+	24044586	24044975	0.000000	0.000000	0.000000
ENSMUSG00000026153	Fam135a	1	-	24050174	24139422	28.863738	4.778369	11.925707
ENSMUSG00000026147	Col9a1	1	+	24216691	24291765	0.039984	0.006661	0.016625
ENSMUSG00000099997	Tubb4b-ps2	1	-	24633168	24634504	7.599338	0.854966	2.133799
ENSMUSG00000073725	Lmbrd1	1	+	24717711	24805382	18.359885	5.426872	13.544220
ENSMUSG00000101372	Gm19028	1	+	28028991	28030863	0.149493	0.016819	0.041976
ENSMUSG00000086240	Gm7846	1	-	28619580	28619853	86.071168	9.683470	24.167706
ENSMUSG00000048411	Gm597	1	-	28815198	28819333	0.000000	0.000000	0.000000
ENSMUSG00000081557	Gm5697	1	-	28839321	28841802	0.020951	0.002357	0.005883
ENSMUSG00000099492	Gm5525	1	-	29523685	29524996	86.442823	9.725283	24.272062
ENSMUSG00000100261	Gm6473	1	+	30808768	30810896	3.031682	0.341081	0.851258
ENSMUSG00000100131	Gm28439	1	-	24650616	24651491	188.129406	21.165571	52.824380
ENSMUSG00000067736	Gm10222	1	-	24651488	24651781	219.505447	24.695545	61.634380
ENSMUSG00000101939	Gm28438	1	-	24651856	24652200	378.760870	42.612637	106.351307
ENSMUSG00000101111	Gm28437	1	-	24652270	24653052	1460.050766	164.263572	409.963965
ENSMUSG00000100862	Gm10925	1	-	24653055	24653732	1794.558260	201.897466	503.889478
ENSMUSG00000102070	Gm28661	1	-	24653966	24654646	2807.327827	315.839495	788.262486
ENSMUSG00000101249	Gm29216	1	-	24654787	24655278	3794.932927	426.950386	1065.569626
ENSMUSG00000048874	Phf3	1	-	30841420	30913002	49.180172	15.551698	38.813449
ENSMUSG00000103783	Gm37522	1	-	30872629	30875512	0.000000	0.000000	0.000000
ENSMUSG00000104315	Gm37906	1	-	30904585	30907619	0.000000	0.000000	0.000000
ENSMUSG00000117091	Gm5698	1	-	31016324	31017049	0.318182	0.035797	0.089342
ENSMUSG00000070960	Gm19680	1	+	31654230	31655742	14.883014	1.674419	4.178964
ENSMUSG00000026064	Ptp4a1	1	-	30979383	30988390	4.298672	0.864043	2.156451
ENSMUSG00000117310	Ptp4a1	1	-	30979383	30988851	157.669734	18.519493	46.220380
ENSMUSG00000102917	Gm37724	1	+	33104211	33105431	0.022072	0.002483	0.006198
ENSMUSG00000100481	Gm7114	1	+	33139988	33141776	4.211946	0.473867	1.182662
ENSMUSG00000026058	Khdrbs2	1	+	32211795	32697649	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32252214	32252320	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32512838	32514646	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32524396	32526023	0.070271	0.007906	0.019731
ENSMUSG00000104313	Gm37911	1	+	32535525	32537069	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32558644	32560080	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32578109	32581521	0.000000	0.000000	0.000000
ENSMUSG00000091318	Semp2l1	1	-	32582767	32586375	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32607440	32607502	0.000000	0.000000	0.000000
ENSMUSG00000026134	Prim2	1	-	33492891	33708876	72.846456	24.635660	61.484922
ENSMUSG00000101682	Gm29228	1	+	33521182	33521599	1.679426	0.188944	0.471562
ENSMUSG00000102714	Gm37618	1	-	33652839	33655913	0.096260	0.010830	0.027029
ENSMUSG00000102093	Gm17813	1	+	33696862	33697189	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33708900	33710163	2.127373	0.321563	0.802546
ENSMUSG00000121274	Gm57180	1	-	33758492	33759167	6.690166	0.752680	1.878515
ENSMUSG00000004768	Rab23	1	+	33758968	33781645	23.606237	6.093766	15.208634
ENSMUSG00000042215	Bag2	1	-	33784565	33796876	96.696747	19.141807	47.773532
ENSMUSG00000103072	Gm37905	1	+	33787088	33787428	0.000000	0.000000	0.000000
ENSMUSG00000081402	Gm15455	1	-	33875205	33877761	2.179116	0.245162	0.611868
ENSMUSG00000042197	Zfp451	1	-	33800626	33853676	18.798221	6.830202	17.046608
ENSMUSG00000042111	Ccdc115	1	-	34475751	34478753	48.401422	8.112542	20.247033
ENSMUSG00000101711	Gm28306	1	-	34478592	34483811	0.355340	0.039978	0.099775
ENSMUSG00000026127	Imp4	1	+	34478932	34488437	33.119456	6.487713	16.191834
ENSMUSG00000042182	Bend6	1	-	33891133	33946897	1.519942	2.287186	5.708289
ENSMUSG00000104416	Gm37067	1	-	33928571	33930198	0.000000	0.000000	0.000000
ENSMUSG00000026131	Dst	1	+	33947306	34347742	4.296113	4.493388	11.214460
ENSMUSG00000103596	Gm37354	1	+	33961536	33963919	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	34002433	34002766	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	34020491	34020583	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34071181	34072878	0.000000	0.000000	0.000000
ENSMUSG00000105982	Mir6896	1	+	34156440	34156512	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34204937	34217527	0.000000	0.000000	0.000000
ENSMUSG00000103001	A930005N03Rik	1	-	34308963	34310209	0.002410	0.000271	0.000677
ENSMUSG00000026126	Ptpn18	1	+	34498843	34514814	4.013674	4.644726	11.592164
ENSMUSG00000100280	Gm28417	1	-	34507915	34512275	0.835171	0.420530	1.049545
ENSMUSG00000026123	Plekhb2	1	+	34889057	34918661	44.798290	27.818263	69.427963
ENSMUSG00000037509	Arhgef4	1	+	34717269	34852390	0.968926	1.874070	4.677247
ENSMUSG00000102537	Gm37224	1	+	34791856	34792003	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34792204	34792558	0.000000	0.000000	0.000000
ENSMUSG00000118272	Gm55978	1	+	34840875	34841045	0.447624	0.050360	0.125687
ENSMUSG00000104002	Gm38336	1	-	34848441	34850989	0.146237	0.016452	0.041062
ENSMUSG00000037503	Fam168b	1	-	34852300	34882146	201.242988	24.224312	60.458292
ENSMUSG00000104358	Gm37127	1	+	34862606	34865641	0.000000	0.000000	0.000000
ENSMUSG00000103548	Gm37670	1	-	35008708	35008936	7.938865	0.893165	2.229134
ENSMUSG00000045216	Hs6st1	1	+	36107481	36145527	29.270300	4.914715	12.265994
ENSMUSG00000104523	Gm37335	1	-	36144465	36145527	0.036914	0.004153	0.010365
ENSMUSG00000037408	Cnnm4	1	+	36510701	36547845	32.882969	3.952736	9.865117
ENSMUSG00000104316	Gm37909	1	+	36513033	36515191	0.000000	0.000000	0.000000
ENSMUSG00002075980	Gm56056	1	+	36545643	36545783	0.032882	0.003699	0.009233
ENSMUSG00000001138	Cnnm3	1	+	36550948	36567318	22.893536	3.453192	8.618369
ENSMUSG00000102845	Gm38033	1	-	36566615	36567318	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36569269	36575964	1.136263	0.190500	0.475445
ENSMUSG00000109510	Gm42417	1	-	36569274	36578510	0.000000	0.000000	0.000000
ENSMUSG00000079610	Ankrd39	1	-	36576588	36586526	11.947894	3.406980	8.503036
ENSMUSG00000037470	Uggt1	1	-	36179108	36283801	94.137840	15.842121	39.538279
ENSMUSG00000098752	Mir6897	1	-	36183333	36183394	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36303678	36313760	11.288778	1.631827	4.072665
ENSMUSG00000037447	Arid5a	1	+	36346814	36363110	4.153828	1.694415	4.228870
ENSMUSG00000102762	4930403P22Rik	1	+	36371789	36372501	0.175316	0.019724	0.049227
ENSMUSG00000010453	Kansl3	1	-	36374811	36408262	76.308939	13.377018	33.385949
ENSMUSG00000098680	Mir6898	1	-	36387763	36387839	0.000000	0.000000	0.000000
ENSMUSG00000037432	Fer1l5	1	+	36411372	36461191	0.517114	0.058556	0.146142
ENSMUSG00000001143	Lman2l	1	-	36458952	36484352	31.961109	9.014959	22.499258
ENSMUSG00000026116	Tmem131	1	-	36831272	36982747	39.177847	7.060439	17.621226
ENSMUSG00000103016	Gm37506	1	-	36910984	36911126	0.118881	0.013375	0.033380
ENSMUSG00000102930	Gm38115	1	-	36952682	36955620	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36961878	36965429	0.000000	0.000000	0.000000
ENSMUSG00000026121	Sema4c	1	-	36587720	36597430	29.623183	4.117532	10.276410
ENSMUSG00000087589	D430040D24Rik	1	+	36596782	36604694	1.302446	0.265348	0.662248
ENSMUSG00000046337	Fam178b	1	-	36601773	36722264	0.015796	0.010178	0.025401
ENSMUSG00000089906	Gm6428	1	+	36640883	36641227	3.124638	0.351539	0.877359
ENSMUSG00002075377	Gm56095	1	+	36703046	36703120	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36730530	36732762	727.495592	154.745614	386.209338
ENSMUSG00000037351	Actr1b	1	-	36737195	36753503	243.833926	38.446294	95.953076
ENSMUSG00000102416	4933424G06Rik	1	+	36749230	36797034	0.165941	0.095730	0.238920
ENSMUSG00000104237	Gm33533	1	-	36778129	36783873	0.000000	0.000000	0.000000
ENSMUSG00000026117	Zap70	1	+	36800879	36821899	0.130396	0.117932	0.294332
ENSMUSG00000097291	Gm18828	1	-	36803944	36804955	0.000000	0.000000	0.000000
ENSMUSG00000080054	Rpl12-ps1	1	-	36997011	36997508	78.647512	8.848269	22.083236
ENSMUSG00000119706	n-R5s210	1	+	37044520	37044638	0.000000	0.000000	0.000000
ENSMUSG00000050122	Vwa3b	1	+	37065677	37226694	0.019537	0.005581	0.013929
ENSMUSG00000103603	Gm37020	1	-	37171354	37172345	0.000000	0.000000	0.000000
ENSMUSG00000026110	Mgat4a	1	-	37478421	37580097	4.766400	0.990244	2.471420
ENSMUSG00000103948	4930594C11Rik	1	-	37524932	37527686	0.473611	0.053284	0.132984
ENSMUSG00000087233	Gm43213	1	-	37526274	37528063	0.169944	0.019120	0.047718
ENSMUSG00000060771	Tsga10	1	-	37793857	37905510	2.175516	0.711102	1.774746
ENSMUSG00000097268	Gm26805	1	+	37904380	37910469	0.076076	0.008559	0.021361
ENSMUSG00000026114	Cnga3	1	+	37253515	37302465	0.231236	0.028965	0.072290
ENSMUSG00000102231	1700074A21Rik	1	-	37338433	37338778	0.000000	0.000000	0.000000
ENSMUSG00000026113	Inpp4a	1	+	37338946	37449817	6.162890	1.856718	4.633941
ENSMUSG00000086064	4930439A04Rik	1	-	37368748	37373253	0.000000	0.000000	0.000000
ENSMUSG00000102879	Gm37135	1	-	37370052	37370585	0.000000	0.000000	0.000000
ENSMUSG00000026112	Coa5	1	-	37456165	37469184	86.600320	13.187460	32.912856
ENSMUSG00000026111	Unc50	1	+	37469220	37478205	141.719507	23.081720	57.606647
ENSMUSG00000037216	Lipt1	1	+	37910819	37915309	9.715080	3.355435	8.374391
ENSMUSG00000026088	Mitd1	1	-	37913882	37929492	25.764975	8.566812	21.380785
ENSMUSG00000026087	Mrpl30	1	+	37929558	37937616	133.280845	53.979750	134.720999
ENSMUSG00000058407	Txndc9	1	-	38024270	38036974	58.388100	23.747181	59.267482
ENSMUSG00000026083	Eif5b	1	+	38037091	38094660	104.643107	17.376233	43.367068
ENSMUSG00000026082	Rev1	1	-	38091867	38168882	21.608154	5.635711	14.065434
ENSMUSG00000103804	Gm37062	1	-	38115376	38116386	0.000000	0.000000	0.000000
ENSMUSG00000026080	Chst10	1	-	38902948	38937242	0.000000	0.000000	0.000000
ENSMUSG00000103647	Gm37707	1	+	38923835	38927153	0.000000	0.000000	0.000000
ENSMUSG00000102447	Gm6621	1	+	38947026	38947797	0.481002	0.054115	0.135059
ENSMUSG00000037138	Aff3	1	-	38216407	38704036	0.484681	0.113423	0.283077
ENSMUSG00000085391	Gm16150	1	+	38274501	38285747	0.000000	0.000000	0.000000
ENSMUSG00000085280	Gm16151	1	+	38346983	38351011	0.000000	0.000000	0.000000
ENSMUSG00000087131	Gm16152	1	+	38424030	38433055	0.000000	0.000000	0.000000
ENSMUSG00000102984	Gm34727	1	+	38526600	38527128	0.000000	0.000000	0.000000
ENSMUSG00000003135	Cnot11	1	+	39574073	39585970	69.771665	8.563044	21.371382
ENSMUSG00000085894	Gm15832	1	-	39586651	39591083	4.019571	0.452223	1.128645
ENSMUSG00000077704	Snord89	1	-	39587826	39587935	1.527273	0.171826	0.428839
ENSMUSG00000048234	Rnf149	1	-	39590377	39616486	140.414434	18.238679	45.519535
