Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000081441	Gm6161	1	+	9644773	9645874	25.829210	2.132476	5.338410
ENSMUSG00000067879	Vxn	1	+	9671424	9697368	0.000000	0.000000	0.000000
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	40.015241	3.727663	9.331778
ENSMUSG00000045210	Vcpip1	1	-	9788847	9818607	48.388663	3.994998	10.001022
ENSMUSG00000097893	1700034P13Rik	1	+	9817873	9862152	0.336446	0.167104	0.418327
ENSMUSG00000042501	Cpa6	1	-	10394945	10790170	0.000000	0.000000	0.000000
ENSMUSG00000103810	Gm38005	1	-	10519470	10522214	0.000000	0.000000	0.000000
ENSMUSG00000083422	Gm15604	1	-	10624323	10625778	0.000000	0.000000	0.000000
ENSMUSG00000119312	Gm25253	1	-	10625779	10625885	0.000000	0.000000	0.000000
ENSMUSG00000081417	Gm15603	1	+	10765348	10765839	3.048780	0.251709	0.630125
ENSMUSG00000100648	Gm28659	1	+	10938912	10939670	0.279315	0.023060	0.057729
ENSMUSG00000048960	Prex2	1	+	11063689	11373905	17.449426	3.267367	8.179480
ENSMUSG00000077318	Gm24173	1	-	11204335	11204462	0.000000	0.000000	0.000000
ENSMUSG00000101827	Gm28686	1	-	11293790	11294398	0.000000	0.000000	0.000000
ENSMUSG00000101610	Gm7560	1	+	12191184	12192056	3.184422	0.262908	0.658160
ENSMUSG00000097628	Gm2383	1	+	12635801	12636607	0.541925	0.044742	0.112006
ENSMUSG00000016918	Sulf1	1	+	12762501	12931416	9.148580	3.112691	7.792266
ENSMUSG00000025915	Sgk3	1	+	9868332	9971070	0.571864	0.400181	1.001807
ENSMUSG00000046334	Gm6195	1	-	9872422	9872778	2.767507	0.228487	0.571991
ENSMUSG00002075801	Gm54812	1	-	9904723	9904827	0.000000	0.000000	0.000000
ENSMUSG00000098234	Snhg6	1	-	9926809	10014398	64.015229	37.294806	93.363286
ENSMUSG00000046101	Mcmdc2	1	+	9978863	10012310	0.000000	0.000000	0.000000
ENSMUSG00000093178	Snord87	1	-	10012688	10012774	0.027608	0.002279	0.005706
ENSMUSG00000099032	Tcf24	1	-	10030388	10038157	9.307900	0.777579	1.946580
ENSMUSG00000104025	E330040D14Rik	1	+	10037539	10038912	0.000000	0.000000	0.000000
ENSMUSG00000025916	Ppp1r42	1	-	10038849	10079361	0.000000	0.000000	0.000000
ENSMUSG00000087199	Gm15818	1	+	10052612	10062591	0.000000	0.000000	0.000000
ENSMUSG00000121270	Gm57177	1	-	10060094	10062168	0.000000	0.000000	0.000000
ENSMUSG00000119658	Gm24674	1	-	10080039	10080142	0.000000	0.000000	0.000000
ENSMUSG00000025917	Cops5	1	-	10094826	10108393	220.664959	41.049928	102.763806
ENSMUSG00000056763	Cspp1	1	+	10108212	10206993	5.356992	2.931368	7.338346
ENSMUSG00000102356	1700047N06Rik	1	-	10127250	10128169	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10207796	10302895	74.086680	10.031910	25.113740
ENSMUSG00002076532	Gm54899	1	+	10236764	10237003	0.000000	0.000000	0.000000
ENSMUSG00000102556	Gm37569	1	-	10267306	10269027	0.000000	0.000000	0.000000
ENSMUSG00000005886	Ncoa2	1	-	13209329	13444307	20.063398	3.440677	8.613341
ENSMUSG00000103506	Gm38376	1	-	13247686	13249938	0.000000	0.000000	0.000000
ENSMUSG00000103495	Gm37409	1	-	13305033	13306658	0.000000	0.000000	0.000000
ENSMUSG00002076346	Gm55160	1	+	13332422	13332503	0.000000	0.000000	0.000000
ENSMUSG00000102639	Gm38223	1	-	13360036	13360730	0.000000	0.000000	0.000000
ENSMUSG00000104170	Gm37702	1	-	13367260	13369131	0.000000	0.000000	0.000000
ENSMUSG00000087782	Gm23169	1	-	13404722	13404833	0.000000	0.000000	0.000000
ENSMUSG00000103085	Gm38120	1	-	13413787	13418428	0.070659	0.005834	0.014604
ENSMUSG00000102664	Gm38380	1	-	13424707	13426954	0.000000	0.000000	0.000000
ENSMUSG00000101171	Gm7593	1	-	13477236	13477879	0.419255	0.034614	0.086652
ENSMUSG00000025935	Tram1	1	-	13634922	13660134	244.878579	21.856449	54.715125
ENSMUSG00000025937	Lactb2	1	-	13693554	13730770	79.478542	6.692561	16.754063
ENSMUSG00000102982	Gm38319	1	-	13711707	13712972	0.894945	0.073887	0.184968
ENSMUSG00000097711	Gm5523	1	-	13856107	13857103	7.040422	0.581262	1.455122
ENSMUSG00000081201	Smt3h2-ps4	1	-	14910093	14910380	137.210137	11.328155	28.358743
ENSMUSG00000082193	Rpl5-ps1	1	+	14935296	14936189	164.274084	13.562572	33.952349
ENSMUSG00000073737	Gm10566	1	-	15339026	15340021	18.221607	1.504387	3.766062
ENSMUSG00000025925	Terf1	1	+	15875870	15914276	76.411350	13.018714	32.590863
ENSMUSG00000100868	Gm28095	1	+	16298730	16314286	0.000000	0.000000	0.000000
ENSMUSG00000025920	Stau2	1	-	16298898	16590336	30.705405	8.016927	20.069461
ENSMUSG00000089982	Gm7568	1	+	16323816	16338145	0.000000	0.000000	0.000000
ENSMUSG00000025939	Ube2w	1	-	16611014	16689713	15.262200	12.319628	30.840781
ENSMUSG00000102457	Gm38342	1	+	16688784	16691763	0.000000	0.000000	0.000000
ENSMUSG00000104379	Gm37509	1	+	15923555	15926723	0.076996	0.006357	0.015914
ENSMUSG00000032719	Sbspon	1	-	15924086	15962946	0.000000	0.000000	0.000000
ENSMUSG00002076565	Gm55274	1	+	15949754	15950056	0.000000	0.000000	0.000000
ENSMUSG00000100652	Gm7634	1	+	16123559	16124111	1.779385	0.146907	0.367765
ENSMUSG00000067795	4930444P10Rik	1	-	16136203	16163549	0.000000	0.000000	0.000000
ENSMUSG00000043716	Rpl7	1	-	16171519	16174886	4503.971646	859.040512	2150.509811
ENSMUSG00000025921	Rdh10	1	+	16175998	16203958	26.919328	2.597456	6.502435
ENSMUSG00000025779	Ly96	1	+	16758275	16779835	6.051910	0.810954	2.030131
ENSMUSG00000091020	Gm5828	1	-	16838503	16840362	3.144624	0.259622	0.649934
ENSMUSG00000101589	Rbm6-ps1	1	-	17467636	17470505	0.701045	0.057879	0.144893
ENSMUSG00000067780	Pi15	1	+	17672125	17701163	4.632096	0.382429	0.957367
ENSMUSG00000100053	Gm28154	1	-	17685308	17711305	0.000000	0.000000	0.000000
ENSMUSG00000085125	Gm16070	1	-	17746251	17797870	0.000000	0.000000	0.000000
ENSMUSG00000025776	Crispld1	1	+	17797269	17836568	0.000000	0.000000	0.000000
ENSMUSG00000099895	Gm28153	1	-	17812139	17875641	0.000000	0.000000	0.000000
ENSMUSG00000100554	Gm7690	1	+	18017265	18018663	0.380272	0.031395	0.078595
ENSMUSG00000099473	Gm18775	1	-	18063234	18069846	0.000000	0.000000	0.000000
ENSMUSG00000099591	Gm17969	1	+	18064037	18067707	0.000000	0.000000	0.000000
ENSMUSG00000109887	Gm28756	1	-	18064686	18129280	0.000000	0.000000	0.000000
ENSMUSG00000102001	Gm28755	1	-	18076185	18086410	0.000000	0.000000	0.000000
ENSMUSG00000101717	Gm45784	1	-	18118324	18128493	0.000000	0.000000	0.000000
ENSMUSG00000067773	Defb41	1	-	18321204	18335362	0.000000	0.000000	0.000000
ENSMUSG00000101685	Gm17837	1	-	18332619	18333603	0.313706	0.025900	0.064837
ENSMUSG00000079658	Eloc	1	-	16711949	16727266	471.122273	71.724735	179.554682
ENSMUSG00000097744	D030040B21Rik	1	+	16727776	16732502	0.000000	0.000000	0.000000
ENSMUSG00000100959	Idi1-ps5	1	-	16733204	16733886	0.000000	0.000000	0.000000
ENSMUSG00000025940	Tmem70	1	+	16735431	16748499	260.668681	23.256003	58.218748
ENSMUSG00000089787	Gm15825	1	-	19133524	19175064	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19173246	19236570	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19223646	19224190	4.983325	0.411426	1.029959
ENSMUSG00000100204	Gm4849	1	+	19401163	19403408	0.777382	0.064181	0.160670
ENSMUSG00000043760	Pkhd1	1	-	20128003	20688288	0.018288	0.002425	0.006072
ENSMUSG00000104095	Gm37315	1	-	20132294	20135772	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20426676	20462524	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20514482	20515034	9.476191	0.782360	1.958550
ENSMUSG00000070175	Gm24162	1	-	20515035	20515136	0.000000	0.000000	0.000000
ENSMUSG00000097934	6720483E21Rik	1	-	20958874	20960697	0.302679	0.024989	0.062558
ENSMUSG00000025931	Paqr8	1	+	20960830	21009874	1.454629	0.440499	1.102739
ENSMUSG00000077314	Gm24171	1	-	20985634	20985764	0.000000	0.000000	0.000000
ENSMUSG00000100929	Gm28064	1	+	21015935	21017138	0.000000	0.000000	0.000000
ENSMUSG00000041809	Efhc1	1	+	21021850	21061065	13.590580	1.421050	3.557435
ENSMUSG00000041779	Tram2	1	-	21066523	21149453	39.963444	3.387486	8.480184
ENSMUSG00000041859	Mcm3	1	-	20873192	20890536	746.359410	76.297021	191.000878
ENSMUSG00000100819	Gm2693	1	+	21249212	21257651	0.348511	0.028773	0.072031
ENSMUSG00000025933	Tmem14a	1	+	21288799	21300391	20.757217	1.942713	4.863360
ENSMUSG00000025934	Gsta3	1	+	21310813	21335885	0.063996	0.015753	0.039435
ENSMUSG00000099343	Gm28836	1	-	21320583	21341817	0.000000	0.000000	0.000000
ENSMUSG00000096375	Gm7094	1	+	21342627	21343130	0.000000	0.000000	0.000000
ENSMUSG00000097970	Gm27028	1	+	23330618	23331016	1.290727	0.106563	0.266769
ENSMUSG00000065567	Mir30c-2	1	+	23330782	23330865	0.000000	0.000000	0.000000
ENSMUSG00000100775	Gm29107	1	+	23332810	23333156	1.164265	0.096122	0.240632
ENSMUSG00000026158	Ogfrl1	1	-	23405505	23436853	21.157849	2.929686	7.334133
ENSMUSG00000028033	Kcnq5	1	-	21468627	22032166	3.016387	1.071843	2.683235
ENSMUSG00000104138	Gm36949	1	-	21524915	21527241	0.067899	0.005606	0.014033
ENSMUSG00000082935	Gm7658	1	-	21582157	21583280	30.319840	2.503225	6.266538
ENSMUSG00000103748	Gm38243	1	-	21909172	21910738	0.000000	0.000000	0.000000
ENSMUSG00000026156	B3gat2	1	+	23800834	23888239	0.310898	0.028155	0.070484
ENSMUSG00000026155	Smap1	1	-	23883927	23961398	76.753143	23.425394	58.642800
ENSMUSG00000099997	Tubb4b-ps2	1	-	24633168	24634504	12.707044	1.049102	2.626306
ENSMUSG00000026154	Sdhaf4	1	-	24035020	24044737	255.508007	27.134245	67.927485
ENSMUSG00000102495	Gm26524	1	+	24044586	24044975	0.000000	0.000000	0.000000
ENSMUSG00000026153	Fam135a	1	-	24050174	24139422	46.402676	5.540839	13.870859
ENSMUSG00000033569	Adgrb3	1	-	25106557	25868788	0.032545	0.009153	0.022914
ENSMUSG00000080849	Gm15702	1	+	25262811	25263254	0.000000	0.000000	0.000000
ENSMUSG00000104257	Gm20172	1	-	25315485	25317035	0.000000	0.000000	0.000000
ENSMUSG00000119153	Gm22260	1	-	25318526	25318632	0.000000	0.000000	0.000000
ENSMUSG00000102296	Gm37543	1	-	25323299	25324329	0.000000	0.000000	0.000000
ENSMUSG00000103209	Gm37331	1	-	25335593	25338967	0.000000	0.000000	0.000000
ENSMUSG00000104027	Gm37211	1	-	25353357	25356789	0.000000	0.000000	0.000000
ENSMUSG00000102407	Gm37862	1	-	25364947	25367479	0.000000	0.000000	0.000000
ENSMUSG00000103214	Gm38286	1	-	25385059	25388163	0.000000	0.000000	0.000000
ENSMUSG00000104100	Gm37880	1	-	25401645	25404901	0.000000	0.000000	0.000000
ENSMUSG00000084740	Gm25294	1	+	25490152	25490255	0.000000	0.000000	0.000000
ENSMUSG00000103889	Gm37011	1	-	25647331	25650265	0.000000	0.000000	0.000000
ENSMUSG00000101301	Gm29214	1	-	25654027	25654596	0.000000	0.000000	0.000000
ENSMUSG00000104221	Gm37051	1	-	25659319	25662261	0.000000	0.000000	0.000000
ENSMUSG00000102250	Gm38260	1	-	25711326	25715320	0.000000	0.000000	0.000000
ENSMUSG00000102317	Gm37628	1	-	25725143	25730582	0.000000	0.000000	0.000000
ENSMUSG00000103563	8030445P17Rik	1	-	25761119	25763859	0.000000	0.000000	0.000000
ENSMUSG00000102465	Gm38198	1	-	25774470	25778050	0.000000	0.000000	0.000000
ENSMUSG00000102659	Gm37077	1	-	25794424	25798114	0.000000	0.000000	0.000000
ENSMUSG00000103924	Gm37895	1	-	25814838	25819387	0.000000	0.000000	0.000000
ENSMUSG00000104132	Gm36952	1	-	25836362	25839986	0.000000	0.000000	0.000000
ENSMUSG00000102747	Gm37602	1	-	25843178	25846487	0.000000	0.000000	0.000000
ENSMUSG00000102386	2900022M07Rik	1	-	25848037	25849053	0.000000	0.000000	0.000000
ENSMUSG00000103004	2900002M20Rik	1	-	25863471	25863800	0.000000	0.000000	0.000000
ENSMUSG00000101372	Gm19028	1	+	28028991	28030863	0.145222	0.011990	0.030015
ENSMUSG00000086240	Gm7846	1	-	28619580	28619853	120.348198	9.936023	24.873699
ENSMUSG00000081557	Gm5697	1	-	28839321	28841802	0.136583	0.011276	0.028229
ENSMUSG00000099492	Gm5525	1	-	29523685	29524996	105.709592	8.727450	21.848175
ENSMUSG00000100261	Gm6473	1	+	30808768	30810896	6.932963	0.572390	1.432912
ENSMUSG00000048874	Phf3	1	-	30841420	30913002	66.416787	13.699856	34.296026
ENSMUSG00000103783	Gm37522	1	-	30872629	30875512	0.000000	0.000000	0.000000
ENSMUSG00000104315	Gm37906	1	-	30904585	30907619	0.000000	0.000000	0.000000
ENSMUSG00000026064	Ptp4a1	1	-	30979383	30988390	5.477313	0.863336	2.161264
ENSMUSG00000117310	Ptp4a1	1	-	30979383	30988851	208.169906	17.887129	44.778384
ENSMUSG00000117091	Gm5698	1	-	31016324	31017049	0.582645	0.048104	0.120422
ENSMUSG00000086727	4931428L18Rik	1	-	31036933	31261765	0.001994	0.014153	0.035431
ENSMUSG00000100237	Gm28644	1	+	31081000	31082756	0.000000	0.000000	0.000000
ENSMUSG00002076113	Gm55778	1	-	31161806	31161943	0.000000	0.000000	0.000000
ENSMUSG00000100910	Gm29128	1	+	31175107	31189186	0.206438	0.017044	0.042667
ENSMUSG00000099796	Gm7893	1	+	31203630	31203854	0.000000	0.000000	0.000000
ENSMUSG00000050217	Lgsn	1	+	31215482	31243806	0.000000	0.000000	0.000000
ENSMUSG00000070960	Gm19680	1	+	31654230	31655742	17.714859	1.462550	3.661327
ENSMUSG00000026058	Khdrbs2	1	+	32211795	32697649	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32252214	32252320	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32512838	32514646	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32524396	32526023	0.076227	0.006293	0.015755
ENSMUSG00000104313	Gm37911	1	+	32535525	32537069	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32558644	32560080	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32578109	32581521	0.000000	0.000000	0.000000
ENSMUSG00000091318	Semp2l1	1	-	32582767	32586375	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32607440	32607502	0.000000	0.000000	0.000000
ENSMUSG00000102917	Gm37724	1	+	33104211	33105431	0.158840	0.013114	0.032829
ENSMUSG00000100481	Gm7114	1	+	33139988	33141776	6.450342	0.532544	1.333164
ENSMUSG00000100131	Gm28439	1	-	24650616	24651491	253.791970	20.953225	52.454005
ENSMUSG00000067736	Gm10222	1	-	24651488	24651781	295.761001	24.418214	61.128211
ENSMUSG00000101939	Gm28438	1	-	24651856	24652200	416.698551	34.402894	86.123717
ENSMUSG00000101111	Gm28437	1	-	24652270	24653052	2277.343870	188.018942	470.683949
ENSMUSG00000100862	Gm10925	1	-	24653055	24653732	2541.003319	209.786832	525.177375
ENSMUSG00000102070	Gm28661	1	-	24653966	24654646	4713.423642	389.143221	974.175610
ENSMUSG00000101249	Gm29216	1	-	24654787	24655278	6211.280488	512.807224	1283.754319
ENSMUSG00000073725	Lmbrd1	1	+	24717711	24805382	26.055352	5.650600	14.145632
ENSMUSG00000026134	Prim2	1	-	33492891	33708876	105.472353	26.170112	65.513887
ENSMUSG00000101682	Gm29228	1	+	33521182	33521599	0.507177	0.041873	0.104824
ENSMUSG00000102714	Gm37618	1	-	33652839	33655913	0.000000	0.000000	0.000000
ENSMUSG00000102093	Gm17813	1	+	33696862	33697189	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33708900	33710163	2.962025	0.302634	0.757610
ENSMUSG00000102198	Gm38173	1	-	33710996	33713309	0.000000	0.000000	0.000000
ENSMUSG00000121274	Gm57180	1	-	33758492	33759167	4.787465	0.395256	0.989479
ENSMUSG00000004768	Rab23	1	+	33758968	33781645	38.658348	7.479470	18.723999
ENSMUSG00000042215	Bag2	1	-	33784565	33796876	163.393670	22.962047	57.482863
ENSMUSG00000103072	Gm37905	1	+	33787088	33787428	0.486143	0.040136	0.100477
ENSMUSG00000081402	Gm15455	1	-	33875205	33877761	1.919177	0.158448	0.396658
ENSMUSG00000042197	Zfp451	1	-	33800626	33853676	27.880314	7.437012	18.617710
ENSMUSG00000042111	Ccdc115	1	-	34475751	34478753	54.457489	6.689464	16.746310
ENSMUSG00000101711	Gm28306	1	-	34478592	34483811	0.481435	0.039748	0.099504
ENSMUSG00000026127	Imp4	1	+	34478932	34488437	41.568915	5.326924	13.335346
ENSMUSG00000026126	Ptpn18	1	+	34498843	34514814	6.558442	4.648973	11.638174
ENSMUSG00000100280	Gm28417	1	-	34507915	34512275	0.739638	0.236854	0.592938
ENSMUSG00000042182	Bend6	1	-	33891133	33946897	2.360081	2.513703	6.292768
ENSMUSG00000104416	Gm37067	1	-	33928571	33930198	0.000000	0.000000	0.000000
ENSMUSG00000026131	Dst	1	+	33947306	34347742	7.086041	7.745735	19.390564
ENSMUSG00000103596	Gm37354	1	+	33961536	33963919	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	34002433	34002766	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	34020491	34020583	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34071181	34072878	0.000000	0.000000	0.000000
ENSMUSG00000105982	Mir6896	1	+	34156440	34156512	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34204937	34217527	0.083088	0.009603	0.024040
ENSMUSG00000103001	A930005N03Rik	1	-	34308963	34310209	0.000000	0.000000	0.000000
ENSMUSG00000037509	Arhgef4	1	+	34717269	34852390	1.146974	1.662000	4.160627
ENSMUSG00000102537	Gm37224	1	+	34791856	34792003	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34792204	34792558	0.000000	0.000000	0.000000
ENSMUSG00000118272	Gm55978	1	+	34840875	34841045	0.589585	0.048677	0.121856
ENSMUSG00000104002	Gm38336	1	-	34848441	34850989	0.240729	0.019875	0.049754
ENSMUSG00000037503	Fam168b	1	-	34852300	34882146	268.402366	23.581112	59.032622
ENSMUSG00000104358	Gm37127	1	+	34862606	34865641	0.000000	0.000000	0.000000
ENSMUSG00000026123	Plekhb2	1	+	34889057	34918661	63.887161	29.385393	73.562976
ENSMUSG00000103548	Gm37670	1	-	35008708	35008936	7.772926	0.641738	1.606517
ENSMUSG00000047180	Neurl3	1	-	36303678	36313760	22.267019	2.374943	5.945399
ENSMUSG00000037447	Arid5a	1	+	36346814	36363110	6.799442	2.266832	5.674755
ENSMUSG00000045216	Hs6st1	1	+	36107481	36145527	51.373510	6.332685	15.853153
ENSMUSG00000104523	Gm37335	1	-	36144465	36145527	0.000000	0.000000	0.000000
ENSMUSG00000102202	Gm33280	1	+	36171099	36177827	0.000000	0.000000	0.000000
ENSMUSG00000037470	Uggt1	1	-	36179108	36283801	119.370664	14.685878	36.764418
ENSMUSG00000098752	Mir6897	1	-	36183333	36183394	0.000000	0.000000	0.000000
ENSMUSG00000010453	Kansl3	1	-	36374811	36408262	83.860541	10.839122	27.134505
ENSMUSG00000098680	Mir6898	1	-	36387763	36387839	0.000000	0.000000	0.000000
ENSMUSG00000037432	Fer1l5	1	+	36411372	36461191	0.409979	0.034068	0.085285
ENSMUSG00000001143	Lman2l	1	-	36458952	36484352	43.411109	8.848669	22.151631
ENSMUSG00000037408	Cnnm4	1	+	36510701	36547845	46.500331	4.089476	10.237536
ENSMUSG00000104316	Gm37909	1	+	36513033	36515191	0.232515	0.019197	0.048056
ENSMUSG00002075980	Gm56056	1	+	36545643	36545783	0.031270	0.002582	0.006463
ENSMUSG00000001138	Cnnm3	1	+	36550948	36567318	34.996729	3.794966	9.500265
ENSMUSG00000102845	Gm38033	1	-	36566615	36567318	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36569269	36575964	2.171925	0.268151	0.671286
ENSMUSG00000109510	Gm42417	1	-	36569274	36578510	0.006569	0.004444	0.011125
ENSMUSG00000079610	Ankrd39	1	-	36576588	36586526	16.934399	3.402596	8.518010
ENSMUSG00000026121	Sema4c	1	-	36587720	36597430	39.523309	4.083000	10.221324
ENSMUSG00000087589	D430040D24Rik	1	+	36596782	36604694	1.552446	0.184404	0.461635
ENSMUSG00000046337	Fam178b	1	-	36601773	36722264	0.044913	0.021236	0.053162
ENSMUSG00000089906	Gm6428	1	+	36640883	36641227	0.776812	0.064134	0.160552
ENSMUSG00002075377	Gm56095	1	+	36703046	36703120	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36730530	36732762	1028.318519	160.935945	402.884758
ENSMUSG00000037351	Actr1b	1	-	36737195	36753503	331.820024	38.829824	97.206029
ENSMUSG00000102416	4933424G06Rik	1	+	36749230	36797034	0.082361	0.034867	0.087286
