Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.625978	0.051194	0.127775
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	1.826638	0.149388	0.372853
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	0.513355	0.041984	0.104786
ENSMUSG00000090031	4732440D04Rik	1	-	6234353	6285517	0.932387	0.102826	0.256641
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	22.865188	11.203828	27.963387
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	5.625566	0.460075	1.148291
ENSMUSG00000120372	Gm57122	1	-	7158447	7159048	0.988372	0.080832	0.201747
ENSMUSG00000051285	Pcmtd1	1	+	7159144	7243852	49.760847	5.705378	14.239926
ENSMUSG00000098201	Gm26983	1	-	7206423	7206810	2.467786	0.201823	0.503725
ENSMUSG00000103509	Gm38372	1	+	7218334	7222361	2.663977	0.217868	0.543771
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	20.116249	1.645164	4.106129
ENSMUSG00000102768	Gm19002	1	+	7385675	7386686	0.000000	0.000000	0.000000
ENSMUSG00000097797	Gm26901	1	-	7419630	7468093	0.040012	0.063342	0.158095
ENSMUSG00000101571	Gm6187	1	-	9466998	9468912	0.000000	0.000000	0.000000
ENSMUSG00000025909	Sntg1	1	-	8431699	9370103	0.000000	0.000000	0.000000
ENSMUSG00000102647	Gm38024	1	-	8521184	8523715	0.000000	0.000000	0.000000
ENSMUSG00000086235	Gm16284	1	-	8538650	8539049	3.168750	0.259149	0.646805
ENSMUSG00000102253	Gm38259	1	-	8598004	8601537	0.000000	0.000000	0.000000
ENSMUSG00002074990	Gm54704	1	-	8658839	8658948	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8713920	8715083	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8862147	8862386	38.907613	3.181976	7.941822
ENSMUSG00000103933	Gm36964	1	+	8886066	8886263	130.184353	10.646848	26.573231
ENSMUSG00002075967	Gm54706	1	+	8886362	8886471	62.009091	5.071280	12.657296
ENSMUSG00000086195	Gm6152	1	-	8926152	8926491	0.547074	0.044741	0.111669
ENSMUSG00000104504	Gm7445	1	+	8926987	8927326	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	9033220	9033845	0.501598	0.041022	0.102386
ENSMUSG00000102316	Gm37629	1	-	9261292	9262341	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9328842	9329359	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9357147	9360405	0.000000	0.000000	0.000000
ENSMUSG00000103411	Gm18300	1	-	9569563	9571747	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9615633	9617680	165.345947	13.522463	33.750416
ENSMUSG00000025911	Adhfe1	1	+	9618173	9650898	2.918783	0.344972	0.861007
ENSMUSG00000079671	2610203C22Rik	1	-	9630705	9701406	0.049849	0.147929	0.369214
ENSMUSG00000081441	Gm6161	1	+	9644773	9645874	28.843706	2.358921	5.887578
ENSMUSG00000067879	Vxn	1	+	9671424	9697368	0.093086	0.007613	0.019001
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	38.785299	3.587772	8.954640
ENSMUSG00000045210	Vcpip1	1	-	9788847	9818607	49.737454	4.067671	10.152410
ENSMUSG00000097893	1700034P13Rik	1	+	9817873	9862152	0.310801	0.112905	0.281796
ENSMUSG00000042501	Cpa6	1	-	10394945	10790170	0.116082	0.027267	0.068054
ENSMUSG00000103810	Gm38005	1	-	10519470	10522214	0.000000	0.000000	0.000000
ENSMUSG00000083422	Gm15604	1	-	10624323	10625778	0.000000	0.000000	0.000000
ENSMUSG00000119312	Gm25253	1	-	10625779	10625885	0.000000	0.000000	0.000000
ENSMUSG00000081417	Gm15603	1	+	10765348	10765839	1.886179	0.154257	0.385007
ENSMUSG00000100648	Gm28659	1	+	10938912	10939670	1.048748	0.085770	0.214070
ENSMUSG00000048960	Prex2	1	+	11063689	11373905	16.637771	3.070336	7.663184
ENSMUSG00000077318	Gm24173	1	-	11204335	11204462	0.000000	0.000000	0.000000
ENSMUSG00000101827	Gm28686	1	-	11293790	11294398	0.000000	0.000000	0.000000
ENSMUSG00000025915	Sgk3	1	+	9868332	9971070	0.554433	0.388776	0.970336
ENSMUSG00000046334	Gm6195	1	-	9872422	9872778	3.977591	0.325299	0.811906
ENSMUSG00002075801	Gm54812	1	-	9904723	9904827	0.000000	0.000000	0.000000
ENSMUSG00000098234	Snhg6	1	-	9926809	10014398	61.910539	35.632368	88.934040
ENSMUSG00000046101	Mcmdc2	1	+	9978863	10012310	0.000000	0.000000	0.000000
ENSMUSG00000093178	Snord87	1	-	10012688	10012774	0.014723	0.001204	0.003005
ENSMUSG00000099032	Tcf24	1	-	10030388	10038157	9.553864	0.786554	1.963144
ENSMUSG00000104025	E330040D14Rik	1	+	10037539	10038912	0.330979	0.027068	0.067559
ENSMUSG00000025916	Ppp1r42	1	-	10038849	10079361	0.000000	0.000000	0.000000
ENSMUSG00000087199	Gm15818	1	+	10052612	10062591	0.000000	0.000000	0.000000
ENSMUSG00000121270	Gm57177	1	-	10060094	10062168	0.000000	0.000000	0.000000
ENSMUSG00000119658	Gm24674	1	-	10080039	10080142	0.000000	0.000000	0.000000
ENSMUSG00000025917	Cops5	1	-	10094826	10108393	235.888676	43.331744	108.150743
ENSMUSG00000056763	Cspp1	1	+	10108212	10206993	5.480594	2.946599	7.354350
ENSMUSG00000102356	1700047N06Rik	1	-	10127250	10128169	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10207796	10302895	73.410634	9.886674	24.675931
ENSMUSG00002076532	Gm54899	1	+	10236764	10237003	0.000000	0.000000	0.000000
ENSMUSG00000102556	Gm37569	1	-	10267306	10269027	0.000000	0.000000	0.000000
ENSMUSG00000057715	A830018L16Rik	1	+	11484329	12046125	0.008673	0.004650	0.011605
ENSMUSG00000103825	Gm38178	1	+	11487142	11489612	0.000000	0.000000	0.000000
ENSMUSG00000099845	Gm29273	1	-	11678363	11678624	0.000000	0.000000	0.000000
ENSMUSG00000103561	Gm38069	1	+	11774431	11776574	0.000000	0.000000	0.000000
ENSMUSG00000101610	Gm7560	1	+	12191184	12192056	1.804124	0.147546	0.368258
ENSMUSG00000097628	Gm2383	1	+	12635801	12636607	0.327344	0.026771	0.066817
ENSMUSG00000016918	Sulf1	1	+	12762501	12931416	9.301591	3.152196	7.867496
ENSMUSG00000101171	Gm7593	1	-	13477236	13477879	0.175466	0.014350	0.035816
ENSMUSG00000005886	Ncoa2	1	-	13209329	13444307	21.874249	3.729954	9.309510
ENSMUSG00000103506	Gm38376	1	-	13247686	13249938	0.000000	0.000000	0.000000
ENSMUSG00000103495	Gm37409	1	-	13305033	13306658	0.000000	0.000000	0.000000
ENSMUSG00002076346	Gm55160	1	+	13332422	13332503	0.000000	0.000000	0.000000
ENSMUSG00000102639	Gm38223	1	-	13360036	13360730	0.000000	0.000000	0.000000
ENSMUSG00000104170	Gm37702	1	-	13367260	13369131	0.000000	0.000000	0.000000
ENSMUSG00000087782	Gm23169	1	-	13404722	13404833	0.000000	0.000000	0.000000
ENSMUSG00000103085	Gm38120	1	-	13413787	13418428	0.000000	0.000000	0.000000
ENSMUSG00000102664	Gm38380	1	-	13424707	13426954	0.000000	0.000000	0.000000
ENSMUSG00000097711	Gm5523	1	-	13856107	13857103	8.654435	0.707784	1.766543
ENSMUSG00000081201	Smt3h2-ps4	1	-	14910093	14910380	132.980726	10.875543	27.144027
ENSMUSG00000025935	Tram1	1	-	13634922	13660134	247.854682	21.822867	54.467212
ENSMUSG00000120948	Gm57152	1	+	13663819	13667317	0.000000	0.000000	0.000000
ENSMUSG00000025937	Lactb2	1	-	13693554	13730770	85.673400	7.149755	17.844915
ENSMUSG00000102982	Gm38319	1	-	13711707	13712972	1.326224	0.108462	0.270709
ENSMUSG00000067813	Xkr9	1	+	13738995	13771947	0.000000	0.000000	0.000000
ENSMUSG00000082193	Rpl5-ps1	1	+	14935296	14936189	169.651374	13.874573	34.629240
ENSMUSG00000073737	Gm10566	1	-	15339026	15340021	14.433349	1.180400	2.946135
ENSMUSG00000025925	Terf1	1	+	15875870	15914276	73.914497	12.943300	32.304896
ENSMUSG00000067795	4930444P10Rik	1	-	16136203	16163549	0.000000	0.000000	0.000000
ENSMUSG00000100868	Gm28095	1	+	16298730	16314286	0.000000	0.000000	0.000000
ENSMUSG00000025920	Stau2	1	-	16298898	16590336	31.679047	8.496355	21.205866
ENSMUSG00000089982	Gm7568	1	+	16323816	16338145	0.000000	0.000000	0.000000
ENSMUSG00000025939	Ube2w	1	-	16611014	16689713	15.210788	12.178441	30.395902
ENSMUSG00000102457	Gm38342	1	+	16688784	16691763	0.000000	0.000000	0.000000
ENSMUSG00000043716	Rpl7	1	-	16171519	16174886	4591.092130	866.839629	2163.525869
ENSMUSG00000025921	Rdh10	1	+	16175998	16203958	28.184979	2.684501	6.700187
ENSMUSG00000025779	Ly96	1	+	16758275	16779835	7.029383	0.928727	2.317989
ENSMUSG00000091020	Gm5828	1	-	16838503	16840362	2.808065	0.229652	0.573182
ENSMUSG00000101589	Rbm6-ps1	1	-	17467636	17470505	0.564808	0.046192	0.115289
ENSMUSG00000067780	Pi15	1	+	17672125	17701163	4.722664	0.386233	0.963990
ENSMUSG00000100053	Gm28154	1	-	17685308	17711305	0.000000	0.000000	0.000000
ENSMUSG00000085125	Gm16070	1	-	17746251	17797870	0.000000	0.000000	0.000000
ENSMUSG00000025776	Crispld1	1	+	17797269	17836568	0.166334	0.013734	0.034279
ENSMUSG00000099895	Gm28153	1	-	17812139	17875641	0.000000	0.000000	0.000000
ENSMUSG00000100554	Gm7690	1	+	18017265	18018663	0.325947	0.026657	0.066532
ENSMUSG00000079658	Eloc	1	-	16711949	16727266	465.493425	68.828168	171.786704
ENSMUSG00000097744	D030040B21Rik	1	+	16727776	16732502	0.000000	0.000000	0.000000
ENSMUSG00000100959	Idi1-ps5	1	-	16733204	16733886	0.000000	0.000000	0.000000
ENSMUSG00000025940	Tmem70	1	+	16735431	16748499	278.558049	24.475227	61.087179
ENSMUSG00000089787	Gm15825	1	-	19133524	19175064	0.000000	0.000000	0.000000
ENSMUSG00000042596	Tfap2d	1	+	19173246	19236570	0.000000	0.000000	0.000000
ENSMUSG00000100720	Gm10075	1	-	19223646	19224190	3.814738	0.311980	0.778664
ENSMUSG00000100204	Gm4849	1	+	19401163	19403408	0.224399	0.018352	0.045804
ENSMUSG00000041872	Il17f	1	-	20847370	20860841	0.053039	0.016662	0.041586
ENSMUSG00000043760	Pkhd1	1	-	20128003	20688288	0.034362	0.004514	0.011267
ENSMUSG00000104095	Gm37315	1	-	20132294	20135772	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20426676	20462524	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20514482	20515034	16.103074	1.316955	3.286960
ENSMUSG00000070175	Gm24162	1	-	20515035	20515136	0.000000	0.000000	0.000000
ENSMUSG00000097934	6720483E21Rik	1	-	20958874	20960697	0.000000	0.000000	0.000000
ENSMUSG00000025931	Paqr8	1	+	20960830	21009874	1.608951	0.482642	1.204614
ENSMUSG00000077314	Gm24171	1	-	20985634	20985764	0.000000	0.000000	0.000000
ENSMUSG00000100929	Gm28064	1	+	21015935	21017138	0.000000	0.000000	0.000000
ENSMUSG00000041809	Efhc1	1	+	21021850	21061065	13.435009	1.225171	3.057878
ENSMUSG00000041779	Tram2	1	-	21066523	21149453	40.624181	3.415331	8.524249
ENSMUSG00000100819	Gm2693	1	+	21249212	21257651	0.000000	0.000000	0.000000
ENSMUSG00000025933	Tmem14a	1	+	21288799	21300391	21.256847	1.957013	4.884465
ENSMUSG00000102633	Gm38224	1	+	21304946	21307045	0.000000	0.000000	0.000000
ENSMUSG00000025934	Gsta3	1	+	21310813	21335885	0.193600	0.047206	0.117821
ENSMUSG00000099343	Gm28836	1	-	21320583	21341817	0.000000	0.000000	0.000000
ENSMUSG00000096375	Gm7094	1	+	21342627	21343130	4.703552	0.384670	0.960089
ENSMUSG00000041859	Mcm3	1	-	20873192	20890536	752.585717	76.253637	190.319766
ENSMUSG00000097970	Gm27028	1	+	23330618	23331016	1.556391	0.127286	0.317691
ENSMUSG00000065567	Mir30c-2	1	+	23330782	23330865	0.000000	0.000000	0.000000
ENSMUSG00000100775	Gm29107	1	+	23332810	23333156	1.288184	0.105351	0.262944
ENSMUSG00000028033	Kcnq5	1	-	21468627	22032166	2.826426	0.950046	2.371198
ENSMUSG00000104138	Gm36949	1	-	21524915	21527241	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21582157	21583280	20.234875	1.654866	4.130343
ENSMUSG00000103748	Gm38243	1	-	21909172	21910738	0.000000	0.000000	0.000000
ENSMUSG00000026158	Ogfrl1	1	-	23405505	23436853	20.765075	2.848968	7.110675
ENSMUSG00000026156	B3gat2	1	+	23800834	23888239	0.381716	0.034243	0.085466
ENSMUSG00000026155	Smap1	1	-	23883927	23961398	75.384664	22.800235	56.906603
ENSMUSG00000026154	Sdhaf4	1	-	24035020	24044737	243.308927	25.545850	63.759322
ENSMUSG00000102495	Gm26524	1	+	24044586	24044975	0.000000	0.000000	0.000000
ENSMUSG00000099997	Tubb4b-ps2	1	-	24633168	24634504	12.398908	1.014018	2.530865
ENSMUSG00000026153	Fam135a	1	-	24050174	24139422	45.443373	5.394895	13.465000
ENSMUSG00000073725	Lmbrd1	1	+	24717711	24805382	27.129849	5.782653	14.432797
ENSMUSG00000086240	Gm7846	1	-	28619580	28619853	100.182168	8.193183	20.449185
ENSMUSG00000081557	Gm5697	1	-	28839321	28841802	0.112006	0.009160	0.022863
ENSMUSG00000099492	Gm5525	1	-	29523685	29524996	98.273789	8.037111	20.059647
ENSMUSG00000100261	Gm6473	1	+	30808768	30810896	5.411159	0.442540	1.104526
ENSMUSG00000100131	Gm28439	1	-	24650616	24651491	238.693814	19.521061	48.722184
ENSMUSG00000067736	Gm10222	1	-	24651488	24651781	304.096832	24.869906	62.072248
ENSMUSG00000101939	Gm28438	1	-	24651856	24652200	392.960870	32.137460	80.211177
ENSMUSG00000101111	Gm28437	1	-	24652270	24653052	2276.242497	186.157601	464.626642
ENSMUSG00000100862	Gm10925	1	-	24653055	24653732	2481.490044	202.943331	506.521773
ENSMUSG00000102070	Gm28661	1	-	24653966	24654646	4766.322320	389.803428	972.901760
ENSMUSG00000101249	Gm29216	1	-	24654787	24655278	6333.604675	517.980247	1292.815450
ENSMUSG00000048874	Phf3	1	-	30841420	30913002	66.283397	15.076164	37.628263
ENSMUSG00000103783	Gm37522	1	-	30872629	30875512	0.061720	0.005048	0.012598
ENSMUSG00000104315	Gm37906	1	-	30904585	30907619	0.000000	0.000000	0.000000
ENSMUSG00000117091	Gm5698	1	-	31016324	31017049	1.415978	0.115803	0.289029
ENSMUSG00000086727	4931428L18Rik	1	-	31036933	31261765	0.001806	0.022019	0.054958
ENSMUSG00000100237	Gm28644	1	+	31081000	31082756	0.000000	0.000000	0.000000
ENSMUSG00002076113	Gm55778	1	-	31161806	31161943	0.000000	0.000000	0.000000
ENSMUSG00000100910	Gm29128	1	+	31175107	31189186	0.000000	0.000000	0.000000
ENSMUSG00000099796	Gm7893	1	+	31203630	31203854	0.000000	0.000000	0.000000
ENSMUSG00000050217	Lgsn	1	+	31215482	31243806	0.142144	0.011625	0.029014
ENSMUSG00000026064	Ptp4a1	1	-	30979383	30988390	14.641668	1.677476	4.186776
ENSMUSG00000117310	Ptp4a1	1	-	30979383	30988851	188.811462	15.967990	39.854154
ENSMUSG00000070960	Gm19680	1	+	31654230	31655742	19.400529	1.586631	3.960036
ENSMUSG00000102917	Gm37724	1	+	33104211	33105431	0.073380	0.006001	0.014978
ENSMUSG00000100481	Gm7114	1	+	33139988	33141776	5.758410	0.470939	1.175407
ENSMUSG00000026058	Khdrbs2	1	+	32211795	32697649	0.000000	0.000000	0.000000
ENSMUSG00000064688	Gm25814	1	-	32252214	32252320	0.000000	0.000000	0.000000
ENSMUSG00000103482	Gm37999	1	+	32512838	32514646	0.000000	0.000000	0.000000
ENSMUSG00000104498	Gm37110	1	+	32524396	32526023	0.034474	0.002819	0.007037
ENSMUSG00000104313	Gm37911	1	+	32535525	32537069	0.000000	0.000000	0.000000
ENSMUSG00000102865	Gm9839	1	-	32558644	32560080	0.000000	0.000000	0.000000
ENSMUSG00000102321	Gm37792	1	+	32578109	32581521	0.000000	0.000000	0.000000
ENSMUSG00000091318	Semp2l1	1	-	32582767	32586375	0.000000	0.000000	0.000000
ENSMUSG00000089489	Gm24732	1	-	32607440	32607502	0.000000	0.000000	0.000000
ENSMUSG00000042197	Zfp451	1	-	33800626	33853676	27.764063	7.720617	19.269718
ENSMUSG00000081402	Gm15455	1	-	33875205	33877761	2.442315	0.199739	0.498525
ENSMUSG00000026134	Prim2	1	-	33492891	33708876	105.086000	25.832537	64.474859
ENSMUSG00000101682	Gm29228	1	+	33521182	33521599	0.000000	0.000000	0.000000
ENSMUSG00000102714	Gm37618	1	-	33652839	33655913	0.141138	0.011543	0.028809
ENSMUSG00000102093	Gm17813	1	+	33696862	33697189	0.000000	0.000000	0.000000
ENSMUSG00000103746	1700001G17Rik	1	+	33708900	33710163	3.983386	0.340283	0.849305
ENSMUSG00000102198	Gm38173	1	-	33710996	33713309	0.000000	0.000000	0.000000
ENSMUSG00000121274	Gm57180	1	-	33758492	33759167	6.323361	0.517142	1.290725
ENSMUSG00000004768	Rab23	1	+	33758968	33781645	37.687939	7.072682	17.652552
ENSMUSG00000042215	Bag2	1	-	33784565	33796876	159.872137	22.382884	55.864945
ENSMUSG00000103072	Gm37905	1	+	33787088	33787428	0.000000	0.000000	0.000000
ENSMUSG00000042182	Bend6	1	-	33891133	33946897	2.683671	2.871410	7.166688
ENSMUSG00000104416	Gm37067	1	-	33928571	33930198	0.000000	0.000000	0.000000
ENSMUSG00000026131	Dst	1	+	33947306	34347742	7.370434	6.329005	15.796424
ENSMUSG00000103596	Gm37354	1	+	33961536	33963919	0.000000	0.000000	0.000000
ENSMUSG00000099382	Gm28631	1	-	34002433	34002766	0.000000	0.000000	0.000000
ENSMUSG00000084506	Gm23792	1	-	34020491	34020583	0.000000	0.000000	0.000000
ENSMUSG00000103364	Gm38157	1	+	34071181	34072878	0.134867	0.011030	0.027529
ENSMUSG00000105982	Mir6896	1	+	34156440	34156512	0.000000	0.000000	0.000000
ENSMUSG00000096992	Gm26788	1	-	34204937	34217527	0.000000	0.000000	0.000000
ENSMUSG00000103001	A930005N03Rik	1	-	34308963	34310209	0.000000	0.000000	0.000000
ENSMUSG00000026123	Plekhb2	1	+	34889057	34918661	64.950681	29.385191	73.341848
ENSMUSG00000103548	Gm37670	1	-	35008708	35008936	4.864629	0.397843	0.992968
ENSMUSG00000042111	Ccdc115	1	-	34475751	34478753	61.526764	7.489265	18.692290
ENSMUSG00000101711	Gm28306	1	-	34478592	34483811	0.457976	0.037455	0.093482
ENSMUSG00000026127	Imp4	1	+	34478932	34488437	45.566821	5.848618	14.597436
ENSMUSG00000026126	Ptpn18	1	+	34498843	34514814	6.288732	4.489532	11.205323
ENSMUSG00000100280	Gm28417	1	-	34507915	34512275	0.622761	0.230665	0.575712
ENSMUSG00000101223	4930568A12Rik	1	-	34516248	34525072	0.000000	0.000000	0.000000
ENSMUSG00000026125	Prss39	1	+	34537491	34542144	0.000000	0.000000	0.000000
ENSMUSG00000101116	Gm28416	1	-	34562797	34563088	0.000000	0.000000	0.000000
ENSMUSG00000026124	Cfc1	1	+	34574729	34583394	0.000000	0.000000	0.000000
ENSMUSG00000101803	Gm28419	1	-	34577167	34577641	0.000000	0.000000	0.000000
ENSMUSG00000037529	Prss40	1	-	34583049	34600024	0.000000	0.000000	0.000000
ENSMUSG00000045815	1700101I19Rik	1	-	34618283	34618792	0.000000	0.000000	0.000000
ENSMUSG00000045174	Amer3	1	+	34618738	34630025	0.000000	0.000000	0.000000
ENSMUSG00000100524	Gm28418	1	-	34646378	34646800	0.000000	0.000000	0.000000
ENSMUSG00000102499	Gm36984	1	-	34649653	34649887	0.000000	0.000000	0.000000
ENSMUSG00000103521	Gm29730	1	-	34649989	34651384	0.000000	0.000000	0.000000
ENSMUSG00000104098	AA619741	1	-	34674625	34675270	0.000000	0.000000	0.000000
ENSMUSG00000037509	Arhgef4	1	+	34717269	34852390	1.190393	1.692219	4.223572
ENSMUSG00000102537	Gm37224	1	+	34791856	34792003	0.000000	0.000000	0.000000
ENSMUSG00000102612	Gm37845	1	+	34792204	34792558	0.000000	0.000000	0.000000
ENSMUSG00000118272	Gm55978	1	+	34840875	34841045	0.030037	0.002457	0.006131
ENSMUSG00000104002	Gm38336	1	-	34848441	34850989	0.541733	0.044304	0.110579
ENSMUSG00000037503	Fam168b	1	-	34852300	34882146	274.472000	23.894195	59.636993
ENSMUSG00000104358	Gm37127	1	+	34862606	34865641	0.066416	0.005432	0.013557
ENSMUSG00000045216	Hs6st1	1	+	36107481	36145527	51.634519	6.305549	15.737881
ENSMUSG00000104523	Gm37335	1	-	36144465	36145527	0.024595	0.002011	0.005020
ENSMUSG00000102202	Gm33280	1	+	36171099	36177827	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36303678	36313760	20.658378	2.157789	5.385577
ENSMUSG00000037447	Arid5a	1	+	36346814	36363110	6.468262	2.348239	5.860919
ENSMUSG00000037470	Uggt1	1	-	36179108	36283801	119.548860	14.244796	35.553272
ENSMUSG00000098752	Mir6897	1	-	36183333	36183394	0.000000	0.000000	0.000000
ENSMUSG00000102762	4930403P22Rik	1	+	36371789	36372501	0.000000	0.000000	0.000000
ENSMUSG00000010453	Kansl3	1	-	36374811	36408262	87.608121	11.568605	28.873825
ENSMUSG00000098680	Mir6898	1	-	36387763	36387839	0.000000	0.000000	0.000000
ENSMUSG00000037432	Fer1l5	1	+	36411372	36461191	0.357028	0.029388	0.073350
ENSMUSG00000001143	Lman2l	1	-	36458952	36484352	46.442023	9.662289	24.115895
ENSMUSG00000037408	Cnnm4	1	+	36510701	36547845	45.509924	4.002695	9.990238
ENSMUSG00000104316	Gm37909	1	+	36513033	36515191	0.201019	0.016440	0.041032
ENSMUSG00002075980	Gm56056	1	+	36545643	36545783	0.043108	0.003525	0.008799
ENSMUSG00000001138	Cnnm3	1	+	36550948	36567318	33.221289	3.506247	8.751165
ENSMUSG00000102845	Gm38033	1	-	36566615	36567318	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36569269	36575964	2.942158	0.320213	0.799214
ENSMUSG00000109510	Gm42417	1	-	36569274	36578510	0.000000	0.000000	0.000000
ENSMUSG00000079610	Ankrd39	1	-	36576588	36586526	15.951225	3.235033	8.074246
ENSMUSG00000080054	Rpl12-ps1	1	-	36997011	36997508	61.773171	5.051986	12.609140
ENSMUSG00000119706	n-R5s210	1	+	37044520	37044638	0.000000	0.000000	0.000000
ENSMUSG00000050122	Vwa3b	1	+	37065677	37226694	0.059030	0.039405	0.098349
ENSMUSG00000103603	Gm37020	1	-	37171354	37172345	0.000000	0.000000	0.000000
ENSMUSG00000026114	Cnga3	1	+	37253515	37302465	0.247157	0.022505	0.056170
ENSMUSG00000026121	Sema4c	1	-	36587720	36597430	37.068996	3.832223	9.564761
ENSMUSG00000087589	D430040D24Rik	1	+	36596782	36604694	1.890496	0.244740	0.610842
ENSMUSG00000046337	Fam178b	1	-	36601773	36722264	0.000000	0.000000	0.000000
ENSMUSG00000089906	Gm6428	1	+	36640883	36641227	3.773913	0.308641	0.770331
ENSMUSG00002075377	Gm56095	1	+	36703046	36703120	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36730530	36732762	1027.421958	158.359440	395.245826
ENSMUSG00000037351	Actr1b	1	-	36737195	36753503	330.026028	38.055837	94.982723
ENSMUSG00000102416	4933424G06Rik	1	+	36749230	36797034	0.066516	0.027894	0.069619
ENSMUSG00000104237	Gm33533	1	-	36778129	36783873	0.000000	0.000000	0.000000
ENSMUSG00000026117	Zap70	1	+	36800879	36821899	0.152428	0.063019	0.157289
ENSMUSG00000097291	Gm18828	1	-	36803944	36804955	0.000000	0.000000	0.000000
ENSMUSG00000026116	Tmem131	1	-	36831272	36982747	51.848022	6.856523	17.113043
ENSMUSG00000103016	Gm37506	1	-	36910984	36911126	0.881119	0.072060	0.179854
ENSMUSG00000102930	Gm38115	1	-	36952682	36955620	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36961878	36965429	0.000000	0.000000	0.000000
ENSMUSG00000026110	Mgat4a	1	-	37478421	37580097	8.147116	1.218938	3.042320
